fecha,m2,cpi,ip,ff,credito,acciones,vivienda,salario
1997-07,3924.9,160.4,80.6624,5.52,2834.9754,1531.1413636363636,85.331,12.5
1997-08,3957.7,160.8,81.4694,5.54,2851.7324,1596.7419047619048,85.573,12.57
1997-09,3973.7,161.2,82.2156,5.54,2864.9687,1660.1490476190475,85.851,12.6
1997-10,3992.7,161.5,82.9446,5.5,2872.1234,1682.2747826086957,86.147,12.66
1997-11,4015.0,161.7,83.5978,5.52,2885.74,1600.9747368421054,86.633,12.71
1997-12,4033.0,161.8,83.9538,5.5,2900.507,1566.9968181818183,87.093,12.75
1998-01,4055.2,162.0,84.3218,5.56,2918.8964,1570.2345,87.616,12.79
1998-02,4087.3,162.0,84.4583,5.51,2940.4026,1714.872105263158,88.004,12.83
1998-03,4112.4,162.0,84.488,5.49,2964.7357,1781.2695454545456,88.443,12.87
1998-04,4138.9,162.2,84.7779,5.45,2984.5789,1852.3000000000002,88.879,12.92
1998-05,4165.9,162.6,85.3367,5.49,2992.9805,1836.3925,89.364,12.96
1998-06,4185.6,162.8,84.8248,5.56,3014.3184,1795.7445454545452,89.843,12.99
1998-07,4205.4,163.2,84.4986,5.54,3023.4649,1941.5768181818182,90.308,13.0
1998-08,4229.3,163.4,86.248,5.55,3049.6741,1784.7504761904763,90.784,13.07
1998-09,4268.3,163.5,86.2021,5.51,3070.534,1663.4271428571428,91.257,13.11
1998-10,4308.2,163.9,86.7914,5.07,3101.1685,1615.6945454545455,91.715,13.14
1998-11,4346.8,164.1,86.7256,4.83,3135.0401,1888.721,92.198,13.17
1998-12,4375.5,164.4,87.1185,4.68,3143.4665,2071.0327272727272,92.711,13.21
1999-01,4401.7,164.7,87.4949,4.63,3150.2754,2357.7999999999997,93.207,13.27
1999-02,4423.7,164.7,88.027,4.76,3147.0099,2356.9884210526316,93.671,13.3
1999-03,4430.1,164.8,88.2267,4.81,3161.9932,2391.14,94.216,13.34
1999-04,4459.9,165.9,88.4295,4.74,3176.3178,2537.8866666666668,94.785,13.38
1999-05,4487.9,166.0,88.9886,4.74,3181.86,2512.5950000000003,95.344,13.42
1999-06,4510.1,166.0,88.9188,4.76,3203.204,2520.9586363636367,95.974,13.47
1999-07,4537.6,166.7,89.4333,4.99,3212.4206,2741.2638095238094,96.591,13.51
1999-08,4553.6,167.1,89.7924,5.07,3229.6162,2642.449090909091,97.218,13.53
1999-09,4569.5,167.8,89.4299,5.22,3255.6033,2807.9466666666667,97.862,13.61
1999-10,4592.9,168.1,90.523,5.2,3277.9086,2815.2766666666666,98.522,13.64
1999-11,4611.9,168.4,90.9618,5.42,3319.5761,3230.5485714285714,99.153,13.66
1999-12,4639.1,168.8,91.6634,5.3,3360.5506,3739.8786363636364,99.843,13.7
2000-01,4666.1,169.3,91.538,5.45,3392.7073,4013.494,100.551,13.74
2000-02,4678.7,170.0,91.8239,5.73,3422.095,4410.871,101.339,13.8
2000-03,4709.1,171.0,92.1504,5.85,3461.9506,4802.988260869565,102.126,13.85
2000-04,4766.4,170.9,92.6989,6.02,3498.1669,3863.6373684210525,102.922,13.89
2000-05,4757.5,171.2,92.9499,6.27,3541.4884,3528.416818181818,103.677,13.93
2000-06,4775.8,172.2,92.9862,6.53,3575.0938,3865.4768181818185,104.425,13.98
2000-07,4793.4,172.7,92.8048,6.54,3598.4193,4017.685,105.055,14.02
2000-08,4820.4,172.7,92.5521,6.5,3625.7624,3909.596956521739,105.769,14.07
2000-09,4855.9,173.6,92.9792,6.52,3643.9728,3875.822,106.539,14.13
2000-10,4871.4,173.9,92.6179,6.51,3650.2229,3333.8245454545454,107.383,14.17
2000-11,4882.6,174.2,92.6438,6.51,3668.8829,3055.4152380952382,108.303,14.23
2000-12,4927.3,174.6,92.3415,6.4,3691.5745,2657.8075,109.142,14.29
2001-01,4976.8,175.6,91.902,5.98,3710.7715,2656.864285714286,109.847,14.29
2001-02,5014.9,176.0,91.3034,5.49,3723.4641,2449.5694736842106,110.501,14.36
2001-03,5072.2,176.1,91.1162,5.31,3735.9967,1986.663181818182,111.109,14.42
2001-04,5137.9,176.4,90.7891,4.8,3749.7553,1933.9279999999999,111.652,14.44
2001-05,5139.1,177.3,90.3555,4.21,3759.3928,2181.1286363636364,112.164,14.5
2001-06,5182.3,177.7,89.8784,3.97,3749.2273,2112.052857142857,112.795,14.54
2001-07,5212.0,177.4,89.3028,3.77,3738.2584,2033.9785714285715,113.492,14.55
2001-08,5244.4,177.4,89.2003,3.65,3724.6423,1929.712608695652,114.168,14.6
2001-09,5355.9,178.1,88.7485,3.07,3787.6489,1573.3100000000002,114.812,14.62
2001-10,5344.0,177.6,88.5052,2.49,3741.5519,1656.428260869565,115.31,14.66
2001-11,5387.5,177.5,87.97,2.09,3754.3092,1870.0623809523809,115.856,14.72
2001-12,5440.1,177.4,87.9324,1.82,3764.0116,1977.7105,116.454,14.74
2002-01,5459.6,177.7,88.5176,1.73,3745.8978,1976.7685714285715,117.143,14.76
2002-02,5488.4,178.0,88.5278,1.74,3757.5339,1799.7189473684211,117.845,14.78
2002-03,5499.8,178.5,89.1686,1.73,3753.6718,1863.0455000000002,118.688,14.82
2002-04,5501.3,179.3,89.604,1.75,3754.8426,1758.8022727272728,119.612,14.84
2002-05,5530.1,179.5,89.964,1.75,3748.7744,1660.310909090909,120.724,14.88
2002-06,5555.3,179.6,90.7061,1.75,3768.5711,1505.4875,121.813,14.93
2002-07,5597.6,180.0,90.6769,1.73,3779.8258,1346.0854545454547,122.888,14.97
2002-08,5638.5,180.5,90.5762,1.74,3815.0922,1327.3604545454546,123.832,15.02
2002-09,5662.9,180.8,90.6531,1.75,3854.5881,1251.069,124.781,15.05
2002-10,5707.3,181.2,90.4643,1.75,3905.3667,1241.9117391304349,125.736,15.12
2002-11,5758.0,181.5,90.9711,1.34,3939.6867,1409.1515,126.671,15.15
2002-12,5779.0,181.8,90.4652,1.24,3969.4309,1387.1519047619047,127.625,15.2
2003-01,5811.1,182.6,91.2361,1.24,3980.3995,1390.3542857142857,128.462,15.21
2003-02,5846.8,183.6,91.3445,1.26,4002.1373,1312.0521052631577,129.356,15.28
2003-03,5866.3,183.9,91.1044,1.25,4016.6466,1349.499523809524,130.148,15.27
2003-04,5904.9,183.2,90.5617,1.26,4046.9512,1411.222380952381,130.884,15.28
2003-05,5967.0,182.9,90.537,1.26,4075.516,1525.412380952381,131.735,15.33
2003-06,6003.9,183.1,90.6527,1.22,4093.41,1630.2038095238095,132.649,15.36
2003-07,6050.4,183.7,91.1185,1.01,4129.4259,1715.9859090909092,133.776,15.4
2003-08,6107.0,184.5,90.9197,1.03,4161.8539,1726.622380952381,134.967,15.42
2003-09,6080.0,185.1,91.5059,1.01,4160.257,1856.017142857143,136.294,15.42
2003-10,6070.2,184.9,91.6186,1.01,4118.2623,1905.8708695652174,137.532,15.42
2003-11,6075.5,185.0,92.2329,1.0,4124.8665,1937.8647368421052,138.795,15.46
2003-12,6073.5,185.5,92.2602,0.98,4168.3064,1953.8731818181818,140.18,15.47
2004-01,6081.3,186.3,92.4006,1.0,4202.5037,2096.173,141.646,15.51
2004-02,6120.7,186.7,92.958,1.01,4232.8249,2048.337894736842,143.192,15.53
2004-03,6156.3,187.1,92.5861,1.0,4267.9962,1979.614347826087,145.058,15.56
2004-04,6198.5,187.4,92.93,1.0,4323.5915,2018.8823809523808,146.593,15.59
2004-05,6277.2,188.2,93.6013,1.0,4371.978,1930.2175,148.186,15.63
2004-06,6279.3,188.9,92.871,1.03,4405.826,2002.0847619047618,149.851,15.67
2004-07,6292.3,189.1,93.5649,1.26,4432.9415,1912.7214285714285,151.338,15.69
2004-08,6317.7,189.2,93.6277,1.43,4463.5168,1821.8913636363636,152.633,15.73
2004-09,6352.3,189.8,93.7467,1.61,4505.0234,1884.7304761904763,154.179,15.78
2004-10,6379.9,190.8,94.5465,1.76,4536.9126,1938.2523809523811,155.75,15.81
2004-11,6406.3,191.7,94.7813,1.93,4579.9728,2062.87,157.527,15.84
2004-12,6424.3,191.7,95.5365,2.16,4628.3987,2149.531363636364,159.329,15.86
2005-01,6429.9,191.6,95.8801,2.28,4681.5147,2071.8715,161.288,15.9
2005-02,6437.7,192.4,96.5761,2.5,4718.753,2065.735789473684,163.345,15.93
2005-03,6446.6,193.1,96.4456,2.63,4780.1117,2030.4336363636364,165.814,15.97
2005-04,6461.4,193.7,96.6532,2.79,4823.3149,1957.492857142857,167.503,16.01
2005-05,6480.6,193.6,96.7402,3.0,4849.0435,2005.2171428571428,169.353,16.04
2005-06,6513.2,193.7,97.1753,3.04,4901.546,2074.0745454545454,171.192,16.08
2005-07,6545.1,194.9,96.8676,3.26,4975.9906,2145.139,172.861,16.15
2005-08,6576.7,196.1,97.1833,3.5,5039.3774,2157.953913043478,174.442,16.17
2005-09,6610.2,198.8,95.3005,3.62,5077.7638,2144.667619047619,176.439,16.19
2005-10,6644.0,199.1,96.4572,3.78,5112.2015,2087.1957142857145,178.029,16.28
2005-11,6660.6,198.1,97.5414,4.0,5158.0869,2202.8571428571427,179.683,16.3
2005-12,6687.4,198.1,98.0452,4.16,5214.3094,2246.087142857143,180.911,16.36
2006-01,6728.4,199.3,98.1999,4.29,5250.0406,2289.9915,182.321,16.42
2006-02,6753.1,199.4,98.2413,4.49,5289.2187,2273.666315789474,183.287,16.48
2006-03,6766.9,199.7,98.4628,4.59,5338.7429,2300.2556521739134,184.364,16.54
2006-04,6806.3,200.7,98.7618,4.79,5396.6884,2338.677368421053,184.33,16.63
2006-05,6815.7,201.3,98.7869,4.94,5459.8126,2245.281818181818,184.157,16.65
2006-06,6854.0,201.8,99.0997,4.99,5502.7408,2137.413636363636,183.508,16.72
2006-07,6896.1,202.9,99.0489,5.24,5540.1295,2086.2075,183.066,16.78
2006-08,6926.4,203.8,99.4836,5.25,5581.7132,2117.7708695652177,182.592,16.82
2006-09,6952.8,202.8,99.3183,5.25,5607.09,2221.939,182.797,16.87
2006-10,7002.1,201.9,99.2044,5.25,5733.9842,2330.1745454545453,183.197,16.93
2006-11,7037.3,202.0,99.1627,5.25,5777.8326,2408.7,183.607,16.98
2006-12,7079.3,203.1,100.1735,5.24,5847.5323,2431.9080000000004,184.137,17.05
2007-01,7115.6,203.437,99.8346,5.25,5882.8707,2453.187,184.514,17.09
2007-02,7131.9,204.226,100.7753,5.26,5925.1435,2479.8642105263157,184.595,17.16
2007-03,7164.7,205.288,100.9547,5.26,5874.9242,2401.490909090909,184.147,17.22
2007-04,7239.9,205.904,101.6334,5.25,5926.7981,2499.568,183.008,17.27
2007-05,7257.1,206.755,101.7306,5.25,5972.5072,2562.140909090909,181.6,17.34
2007-06,7290.6,207.234,101.7893,5.25,6027.2574,2595.3961904761904,180.252,17.41
2007-07,7321.8,207.603,101.6672,5.26,6085.1182,2655.0761904761903,179.109,17.46
2007-08,7397.0,207.667,101.863,5.02,6172.0188,2539.498695652174,178.115,17.5
2007-09,7413.8,208.547,102.0894,4.94,6263.2721,2634.47,177.556,17.55
2007-10,7429.0,209.19,101.8015,4.76,6344.3089,2780.415652173913,176.622,17.58
2007-11,7454.0,210.834,102.3446,4.49,6412.0819,2662.802380952381,175.145,17.63
2007-12,7482.7,211.445,102.3803,4.24,6468.0594,2661.5485,174.339,17.68
2008-01,7513.6,212.174,102.2448,3.94,6523.1951,2418.09380952381,173.131,17.74
2008-02,7600.3,212.687,101.8438,2.98,6562.4532,2325.8255,171.539,17.8
2008-03,7664.9,213.448,101.5336,2.61,6610.5893,2254.818,170.05,17.87
2008-04,7711.4,213.942,100.8785,2.28,6634.2128,2368.0995454545455,168.332,17.92
2008-05,7728.3,215.208,100.2674,1.98,6624.8102,2483.2409523809524,166.653,17.98
2008-06,7747.3,217.463,100.0335,2.0,6611.1594,2427.4542857142856,165.012,18.04
2008-07,7794.9,219.016,99.676,2.01,6627.5689,2278.137272727273,163.562,18.1
2008-08,7808.8,218.69,98.1111,2.0,6636.5542,2389.267142857143,161.984,18.18
2008-09,7873.6,218.877,93.7895,1.81,6740.2185,2205.658095238095,160.305,18.2
2008-10,7976.3,216.995,94.7219,0.97,6991.7194,1730.3195652173913,158.325,18.25
2008-11,8027.8,213.153,93.4715,0.39,6958.7555,1542.6957894736843,156.14,18.31
2008-12,8203.0,211.398,90.8357,0.16,6934.348,1525.8904545454543,153.617,18.39
2009-01,8284.2,211.933,88.57,0.15,6898.6735,1537.2005,151.505,18.39
2009-02,8314.7,212.705,88.031,0.22,6909.6133,1485.9768421052631,150.012,18.44
2009-03,8380.5,212.495,86.6528,0.18,6859.6585,1432.233181818182,148.657,18.49
2009-04,8390.2,212.709,85.9344,0.15,6830.4941,1641.147619047619,147.947,18.52
2009-05,8452.9,213.022,85.0665,0.18,6848.3417,1726.0775,147.692,18.53
2009-06,8462.9,214.79,84.7459,0.21,6784.0178,1826.9881818181818,148.087,18.56
2009-07,8467.3,214.726,85.7027,0.16,6707.568,1873.8377272727273,148.406,18.59
2009-08,8466.2,215.445,86.6426,0.16,6633.813,1997.1552380952382,148.275,18.67
2009-09,8462.7,215.861,87.4063,0.15,6550.3568,2084.747142857143,148.023,18.7
2009-10,8489.2,216.509,87.6419,0.12,6475.9244,2122.8495454545455,147.849,18.74
2009-11,8517.9,217.234,88.0221,0.12,6517.6925,2143.5325000000003,148.135,18.8
2009-12,8510.6,217.347,88.3793,0.12,6452.9699,2220.6,147.931,18.84
2010-01,8473.1,217.488,89.3426,0.11,6385.4798,2267.7747368421055,147.396,18.88
2010-02,8523.4,217.281,89.6779,0.13,6320.1375,2194.44,145.632,18.91
2010-03,8519.0,217.353,90.2928,0.16,6381.943,2362.243913043478,145.857,18.92
2010-04,8554.3,217.403,90.5991,0.2,6703.7743,2475.7200000000003,146.398,18.96
2010-05,8612.0,217.29,91.823,0.2,6665.1385,2319.239,146.387,19.01
2010-06,8631.0,217.199,91.9928,0.18,6638.4736,2235.2295454545456,145.714,19.03
2010-07,8642.3,217.605,92.3421,0.18,6613.7587,2210.2738095238096,144.983,19.04
2010-08,8690.5,217.923,92.6805,0.19,6605.8982,2205.281363636364,143.909,19.11
2010-09,8719.6,218.275,92.9537,0.19,6575.5627,2298.3461904761903,143.013,19.11
2010-10,8769.8,219.035,92.6903,0.19,6559.607,2441.2957142857144,142.523,19.21
2010-11,8790.3,219.59,92.7709,0.19,6557.9856,2530.9895238095237,142.163,19.21
2010-12,8822.0,220.472,93.6787,0.18,6551.9785,2631.560454545455,142.05,19.23
2011-01,8844.5,221.187,93.4814,0.17,6522.7142,2717.2084999999997,141.512,19.33
2011-02,8909.9,221.898,93.1102,0.16,6495.067,2783.5357894736844,140.339,19.31
2011-03,8967.7,223.046,94.0788,0.14,6479.4092,2722.2891304347827,139.971,19.3
2011-04,9033.6,224.093,93.7749,0.1,6485.7628,2797.0715,140.003,19.36
2011-05,9109.4,224.806,93.888,0.09,6489.2109,2815.075714285714,139.901,19.41
2011-06,9184.2,224.806,94.172,0.09,6496.9777,2687.7627272727273,139.857,19.41
2011-07,9346.9,225.395,94.636,0.07,6514.6925,2810.5755,139.727,19.48
2011-08,9532.5,226.106,95.2749,0.1,6535.8019,2504.623043478261,139.304,19.47
2011-09,9553.3,226.597,95.1961,0.08,6542.7661,2524.1361904761907,138.66,19.49
2011-10,9586.2,226.75,95.8568,0.07,6572.1369,2594.7819047619046,137.94,19.56
2011-11,9639.5,227.169,95.8485,0.08,6602.4537,2606.289047619048,137.137,19.56
2011-12,9683.5,227.223,96.3571,0.07,6611.3505,2601.67,136.659,19.57
2012-01,9753.3,227.842,96.9318,0.08,6650.4853,2743.795,136.595,19.59
2012-02,9806.3,228.329,97.2435,0.1,6703.9958,2928.9805,136.522,19.58
2012-03,9849.3,228.807,96.74,0.13,6714.4472,3035.915909090909,137.893,19.64
2012-04,9905.0,229.187,97.4359,0.14,6739.7071,3035.1014999999998,139.143,19.68
2012-05,9951.9,228.713,97.6609,0.16,6764.7214,2900.409090909091,140.143,19.68
2012-06,10023.7,228.524,97.6663,0.16,6780.6681,2850.3547619047617,141.019,19.71
2012-07,10076.0,228.59,97.8713,0.16,6791.5688,2920.1166666666663,141.658,19.75
2012-08,10147.8,229.918,97.4525,0.13,6813.5424,3032.6665217391305,142.269,19.74
2012-09,10228.4,231.015,97.381,0.14,6828.3726,3136.8026315789475,142.897,19.79
2012-10,10294.4,231.638,97.7193,0.16,6836.3137,3060.2619047619046,143.59,19.79
2012-11,10365.6,231.249,98.0777,0.16,6872.0741,2941.015238095238,144.574,19.84
2012-12,10485.4,231.221,98.3101,0.16,6889.6867,3003.792,145.492,19.9
2013-01,10502.3,231.679,98.3342,0.14,6923.1585,3125.913333333334,146.816,19.93
2013-02,10523.0,232.937,98.7941,0.15,6941.1362,3169.213157894737,147.772,19.99
2013-03,10578.7,232.282,99.1921,0.14,6944.2664,3236.167,149.951,20.01
2013-04,10608.9,231.797,99.1065,0.15,6972.6471,3251.3518181818185,151.508,20.04
2013-05,10646.5,231.893,99.1839,0.11,6980.4052,3440.3754545454544,152.839,20.05
2013-06,10705.6,232.445,99.3897,0.09,7001.8173,3416.7415,154.189,20.13
2013-07,10743.0,232.9,99.0814,0.09,7014.6652,3559.710909090909,155.595,20.14
2013-08,10803.6,233.456,99.6543,0.08,7015.4705,3639.928636363636,156.952,20.17
2013-09,10865.8,233.544,100.161,0.08,7036.7994,3731.262,158.214,20.23
2013-10,10989.2,233.669,100.082,0.09,7061.8208,3848.202173913043,159.233,20.25
2013-11,10999.8,234.1,100.3158,0.08,7081.9317,3957.5325,160.069,20.31
2013-12,11062.4,234.719,100.5175,0.09,7102.3075,4075.884761904762,160.99,20.34
2014-01,11127.5,235.288,100.1599,0.07,7127.5076,4154.360952380953,161.92,20.39
2014-02,11191.9,235.547,100.9168,0.07,7188.8432,4199.451052631579,162.516,20.51
2014-03,11228.8,236.028,101.8942,0.08,7236.6876,4276.359047619048,163.073,20.5
2014-04,11276.0,236.468,101.9928,0.09,7274.9703,4119.30619047619,163.376,20.51
2014-05,11343.1,236.918,102.3836,0.09,7314.2666,4135.374285714286,163.641,20.53
2014-06,11398.4,237.231,102.735,0.1,7361.5236,4332.738571428571,164.046,20.6
2014-07,11452.5,237.498,102.9632,0.09,7401.0189,4434.125909090909,164.571,20.61
2014-08,11477.8,237.46,102.7688,0.09,7450.2766,4464.830952380952,165.196,20.66
2014-09,11520.7,237.477,103.0641,0.09,7480.448,4551.5861904761905,165.888,20.66
2014-10,11596.5,237.43,103.0764,0.09,7503.7723,4403.23,166.626,20.7
2014-11,11638.9,236.983,103.7126,0.09,7551.8493,4687.702105263158,167.32,20.77
2014-12,11721.2,236.252,103.7044,0.12,7603.4186,4732.701363636364,168.036,20.71
2015-01,11806.2,234.747,102.8905,0.11,7662.7002,4673.7015,168.611,20.8
2015-02,11920.7,235.342,102.2335,0.11,7715.7701,4854.255789473685,169.104,20.84
2015-03,11919.1,235.976,101.8914,0.11,7794.2134,4938.010454545454,169.776,20.91
2015-04,11953.4,236.222,101.3355,0.12,7841.539,4985.951428571429,170.279,20.92
2015-05,11981.9,237.001,100.8883,0.12,7881.4121,5029.431500000001,170.862,20.98
2015-06,12020.9,237.657,100.571,0.13,7932.5443,5073.041818181818,171.45,21.0
2015-07,12063.5,238.034,101.2228,0.13,7967.5663,5082.8099999999995,172.128,21.03
2015-08,12110.1,238.033,101.0367,0.14,8018.0983,4934.622857142857,172.906,21.11
2015-09,12172.7,237.498,100.7547,0.14,8065.268,4748.004285714285,173.798,21.09
2015-10,12228.4,237.733,100.2675,0.12,8116.4317,4879.0368181818185,174.762,21.19
2015-11,12322.7,238.017,99.5298,0.12,8175.9527,5082.5075,175.708,21.21
2015-12,12393.6,237.761,99.0417,0.24,8229.0044,5040.54,176.516,21.23
2016-01,12522.2,237.652,99.5607,0.34,8285.3396,4610.7142105263165,177.244,21.31
2016-02,12604.4,237.336,99.0445,0.38,8346.805,4463.206,177.625,21.33
2016-03,12662.2,238.08,98.3096,0.36,8418.8765,4754.479090909091,178.141,21.39
2016-04,12741.9,238.992,98.6421,0.37,8470.5166,4892.1695238095235,178.74,21.46
2016-05,12800.7,239.557,98.4184,0.37,8525.4544,4788.235238095238,179.399,21.48
2016-06,12849.3,240.222,98.8833,0.38,8573.1484,4856.232272727273,180.058,21.52
2016-07,12907.3,240.101,98.9992,0.39,8617.7751,5023.989,180.835,21.58
2016-08,12986.7,240.545,98.85,0.4,8641.3063,5217.038260869565,181.823,21.6
2016-09,13052.7,241.176,98.7457,0.4,8689.1065,5254.154285714286,182.796,21.62
2016-10,13124.5,241.741,98.7611,0.4,8738.9262,5255.989047619048,183.72,21.71
2016-11,13214.2,242.026,98.3491,0.41,8762.2071,5260.565238095238,184.728,21.71
2016-12,13240.6,242.637,99.0214,0.54,8762.0982,5413.116666666667,185.696,21.76
2017-01,13318.9,243.618,98.7611,0.65,8787.0929,5561.4235,186.774,21.82
2017-02,13395.2,244.006,98.3646,0.66,8806.4326,5764.702105263158,187.289,21.85
2017-03,13464.6,243.892,99.0137,0.79,8807.3989,5864.963913043479,187.968,21.88
2017-04,13520.3,244.193,100.0224,0.9,8838.2579,5912.169473684211,188.698,21.94
2017-05,13567.4,244.004,100.1408,0.91,8869.9428,6124.878181818182,189.585,21.97
2017-06,13577.0,244.163,100.3471,1.04,8886.1942,6224.28590909091,190.464,22.02
2017-07,13638.5,244.243,100.1068,1.15,8926.7819,6294.674,191.435,22.07
2017-08,13695.0,245.183,99.6925,1.16,8956.1151,6311.397391304348,192.621,22.1
2017-09,13743.0,246.435,99.7954,1.15,8998.0332,6428.079,193.714,22.18
2017-10,13801.5,246.626,101.0247,1.15,9055.748,6603.011363636364,194.76,22.18
2017-11,13849.1,247.284,101.2664,1.16,9087.0368,6796.0428571428565,195.91,22.22
2017-12,13887.3,247.805,101.4644,1.3,9110.8665,6889.7405,197.137,22.29
2018-01,13902.4,248.859,101.4625,1.41,9142.9421,7279.498095238095,198.278,22.36
2018-02,13949.8,249.529,101.7085,1.42,9170.6329,7161.772631578947,199.204,22.41
2018-03,14014.5,249.577,102.2067,1.51,9198.6133,7311.505714285714,199.94,22.49
2018-04,14034.8,250.227,103.3329,1.69,9281.9615,7084.14238095238,200.628,22.55
2018-05,14091.0,250.792,102.4024,1.7,9298.7803,7339.327272727273,201.39,22.6
2018-06,14133.2,251.018,103.198,1.82,9344.1906,7645.138571428572,202.161,22.66
2018-07,14170.0,251.214,103.3646,1.91,9373.5685,7756.86380952381,202.874,22.7
2018-08,14221.3,251.663,104.0327,1.91,9392.5995,7892.23347826087,203.634,22.78
2018-09,14243.9,252.182,104.1004,1.95,9435.5738,7983.307368421052,204.294,22.86
2018-10,14257.6,252.772,103.9856,2.19,9479.9428,7527.083913043478,205.063,22.89
2018-11,14288.4,252.594,104.0681,2.2,9513.9377,7236.081428571428,205.637,23.0
2018-12,14392.0,252.767,104.0936,2.27,9577.9845,6814.291578947368,206.131,23.11
2019-01,14460.2,252.561,103.4021,2.4,9641.5596,6979.655714285714,206.515,23.13
2019-02,14506.6,253.319,102.8371,2.4,9678.9249,7430.077368421053,206.83,23.19
2019-03,14559.5,254.277,102.8757,2.41,9703.198,7629.366666666667,207.046,23.29
2019-04,14594.0,255.233,102.274,2.42,9718.9266,7993.368772727274,207.498,23.33
2019-05,14703.2,255.296,102.392,2.39,9767.0101,7804.820909090909,208.105,23.4
2019-06,14798.8,255.213,102.4375,2.38,9806.3111,7825.459,208.545,23.48
2019-07,14882.7,255.802,101.9408,2.4,9834.9994,8205.598636363635,209.205,23.53
2019-08,14974.4,256.036,102.639,2.13,9881.3457,7910.933181818182,210.012,23.61
2019-09,15047.2,256.43,102.2917,2.04,9914.8111,8087.6995,210.82,23.68
2019-10,15185.6,257.155,101.4281,1.83,9955.2632,8079.2739130434775,211.717,23.75
2019-11,15301.3,257.879,101.9372,1.55,9992.7868,8517.5775,212.755,23.83
2019-12,15351.5,258.63,101.7003,1.55,10030.8691,8778.591428571428,213.917,23.85
2020-01,15425.0,259.127,101.0338,1.55,10048.8485,9233.359523809524,214.996,23.91
2020-02,15492.8,259.25,101.3735,1.58,10081.0425,9418.848947368422,215.842,24.03
2020-03,16034.4,258.076,97.4078,0.65,10420.9148,7772.205909090909,216.39,24.12
2020-04,17064.0,256.032,84.5619,0.05,10783.914,8292.407142857142,216.793,25.14
2020-05,17931.9,255.802,85.9604,0.05,10834.0454,9105.655499999999,216.919,24.98
2020-06,18180.0,257.042,91.5934,0.08,10685.4301,9839.97,217.462,24.78
2020-07,18331.4,258.352,95.0256,0.09,10603.3784,10499.862727272728,219.242,24.69
2020-08,18413.3,259.316,95.9549,0.1,10552.1951,11212.290476190476,222.275,24.8
2020-09,18605.0,259.997,95.9669,0.09,10508.5756,11088.740476190476,225.727,24.82
2020-10,18759.9,260.319,96.7394,0.09,10442.5504,11435.292727272727,229.657,24.84
2020-11,19002.4,260.911,97.0816,0.09,10384.4311,11794.5155,233.207,24.94
2020-12,19119.4,262.045,98.363,0.09,10341.5653,12619.050909090909,236.521,25.16
2021-01,19375.3,262.687,98.8822,0.09,10330.6542,13186.605789473684,239.617,25.16
2021-02,19641.4,263.579,95.6149,0.08,10371.613,13737.404736842105,242.328,25.25
2021-03,19874.5,264.961,98.3856,0.07,10371.2173,13168.811304347824,245.418,25.33
2021-04,20174.1,266.614,98.5587,0.07,10343.3889,13900.438095238096,249.0,25.52
2021-05,20457.5,268.383,99.4333,0.06,10365.9692,13520.229000000001,253.248,25.68
2021-06,20472.7,270.654,99.7987,0.08,10342.8485,14097.16909090909,258.07,25.82
2021-07,20630.0,271.903,100.2519,0.1,10374.0626,14639.072857142855,262.549,25.97
2021-08,20844.0,272.676,100.0437,0.09,10418.0356,14856.517727272729,266.635,26.12
2021-09,20985.4,273.91,98.8579,0.08,10452.792,15023.538571428571,270.208,26.3
2021-10,21164.2,276.55,100.1861,0.08,10507.3289,14879.012380952381,273.619,26.45
2021-11,21340.9,278.919,100.8654,0.08,10588.2712,15814.932857142858,277.302,26.56
2021-12,21502.8,280.845,100.5726,0.08,10711.4919,15474.431818181818,281.506,26.76
2022-01,21647.4,282.543,100.1856,0.08,10787.8224,14531.377499999999,286.069,26.91
2022-02,21725.6,284.5,100.8064,0.08,10843.8911,13898.728421052632,291.041,26.97
2022-03,21788.1,287.674,101.3907,0.2,10963.0178,13623.26304347826,296.254,27.1
2022-04,21768.4,288.561,101.44,0.33,11079.2319,13394.163,300.279,27.28
2022-05,21718.0,291.298,101.3335,0.77,11219.5673,11829.729523809525,303.276,27.4
2022-06,21647.0,294.957,101.018,1.21,11368.7925,11418.919047619047,304.148,27.52
2022-07,21649.2,294.913,101.223,1.68,11482.658,11622.6315,303.376,27.66
2022-08,21641.9,295.097,101.0963,2.33,11587.9008,12570.260434782609,301.126,27.75
2022-09,21541.3,296.349,101.2918,2.56,11682.0192,11402.85,299.126,27.87
2022-10,21464.2,298.007,101.2529,3.08,11790.7689,10801.494285714285,298.759,27.99
2022-11,21409.5,298.786,100.9552,3.78,11875.8993,10973.638095238095,298.411,28.11
2022-12,21293.2,298.832,99.7664,4.1,11991.3301,10838.995714285715,297.68,28.22
2023-01,21274.0,300.42,100.505,4.33,12044.3914,11013.991,297.287,28.31
2023-02,21240.2,301.45,100.6416,4.57,12095.1921,11785.074210526316,297.572,28.42
2023-03,20942.3,301.821,101.0205,4.65,12111.9332,11637.092173913043,298.665,28.56
2023-04,20758.2,302.845,101.253,4.83,12092.0233,12073.464736842105,300.074,28.7
2023-05,20829.4,303.334,100.9286,5.06,12113.2495,12446.530454545455,302.064,28.78
2023-06,20798.9,304.014,100.1196,5.08,12094.7436,13463.77761904762,304.155,28.89
2023-07,20792.2,304.609,100.9067,5.12,12118.1399,14033.091,306.563,29.01
