iso3,anio,share_local,fx_share
CIV,2023,0.43600000000000005,0.564
CIV,2024,0.43200000000000005,0.568
CMR,1989,0.494,0.506
CMR,1990,0.485,0.515
CMR,1991,0.482,0.518
CMR,1992,0.387,0.613
CMR,1993,0.29900000000000004,0.701
CMR,1994,0.05300000000000005,0.947
CMR,1995,0.22499999999999998,0.775
CMR,1996,0.134,0.866
CMR,1997,0.0,1.0
CMR,1998,0.0,1.0
CMR,1999,0.0,1.0
CMR,2000,0.0,1.0
CMR,2001,0.09999999999999998,0.9
CMR,2002,0.10999999999999999,0.89
CMR,2003,0.10999999999999999,0.89
CMR,2004,0.138,0.862
CMR,2005,0.21199999999999997,0.788
CMR,2006,0.41800000000000004,0.582
CMR,2007,0.399,0.601
CMR,2008,0.28800000000000003,0.712
CMR,2009,0.33599999999999997,0.664
CMR,2010,0.44399999999999995,0.556
CMR,2011,0.505,0.495
CMR,2012,0.366,0.634
CMR,2013,0.33499999999999996,0.665
CMR,2014,0.32999999999999996,0.67
CMR,2015,0.29800000000000004,0.702
CMR,2016,0.259,0.741
CMR,2017,0.30500000000000005,0.695
CMR,2018,0.29700000000000004,0.703
CMR,2019,0.29300000000000004,0.707
CMR,2020,0.352,0.648
CMR,2021,0.31799999999999995,0.682
CMR,2022,0.357,0.643
CMR,2023,0.385,0.615
CMR,2024,0.38,0.62
COD,1989,0.0,1.0
COD,1990,0.0,1.0
COD,1991,0.0,1.0
COD,1992,0.0,1.0
COD,1993,0.0,1.0
COD,1994,0.546,0.45399999999999996
COD,1995,0.643,0.357
COD,1996,0.519,0.481
COD,1997,0.856,0.14400000000000002
COD,1998,0.852,0.14800000000000002
COD,1999,0.9359999999999999,0.06400000000000006
COD,2000,0.829,0.17100000000000004
COD,2001,0.556,0.44399999999999995
COD,2002,0.266,0.734
COD,2003,0.18000000000000005,0.82
COD,2004,0.403,0.597
COD,2005,0.45399999999999996,0.546
COD,2006,0.42300000000000004,0.577
COD,2007,0.385,0.615
COD,2008,0.38,0.62
COD,2009,0.349,0.651
COD,2010,0.546,0.45399999999999996
COD,2011,0.633,0.367
COD,2012,0.61,0.39
COD,2013,0.6,0.4
COD,2014,0.6579999999999999,0.3420000000000001
COD,2015,0.712,0.28800000000000003
COD,2016,0.744,0.256
COD,2017,0.655,0.345
COD,2018,0.6739999999999999,0.32600000000000007
COD,2019,0.679,0.32099999999999995
COD,2020,0.7090000000000001,0.2909999999999999
COD,2021,0.74,0.26
COD,2022,0.739,0.261
COD,2023,0.6859999999999999,0.31400000000000006
COD,2024,0.622,0.378
COG,1989,0.45799999999999996,0.542
COG,1990,0.32199999999999995,0.678
COG,1991,0.29700000000000004,0.703
COG,1992,0.21299999999999997,0.787
COG,1993,0.18200000000000005,0.818
COG,1994,0.11499999999999999,0.885
COG,1995,0.19199999999999995,0.808
COG,1996,0.17400000000000004,0.826
COG,1997,0.19599999999999995,0.804
COG,1998,0.264,0.736
COG,1999,0.28200000000000003,0.718
COG,2000,0.33499999999999996,0.665
COG,2001,0.36,0.64
COG,2002,0.379,0.621
COG,2003,0.477,0.523
COG,2004,0.18100000000000005,0.819
COG,2005,0.18000000000000005,0.82
COG,2006,0.32899999999999996,0.671
COG,2007,0.496,0.504
COG,2008,0.41300000000000003,0.587
COG,2009,0.496,0.504
COG,2010,0.692,0.30800000000000005
COG,2011,0.5640000000000001,0.43599999999999994
COG,2012,0.546,0.45399999999999996
COG,2013,0.501,0.499
COG,2014,0.44199999999999995,0.558
COG,2015,0.5529999999999999,0.44700000000000006
COG,2016,0.542,0.45799999999999996
COG,2017,0.579,0.42100000000000004
COG,2018,0.5820000000000001,0.4179999999999999
COG,2019,0.589,0.41100000000000003
COG,2020,0.656,0.344
COG,2021,0.656,0.344
COG,2022,0.683,0.31699999999999995
COG,2023,0.721,0.279
COG,2024,0.723,0.277
COL,2003,0.548,0.45199999999999996
COL,2004,0.596,0.404
COL,2005,0.681,0.31899999999999995
COL,2006,0.6679999999999999,0.3320000000000001
COL,2007,0.708,0.29200000000000004
COL,2008,0.727,0.273
COL,2009,0.726,0.274
COL,2010,0.754,0.246
COL,2011,0.753,0.247
COL,2012,0.782,0.21799999999999997
COL,2013,0.729,0.271
COL,2014,0.718,0.28200000000000003
COL,2015,0.625,0.375
COL,2016,0.648,0.352
COL,2017,0.6599999999999999,0.3400000000000001
COL,2018,0.65,0.35
COL,2019,0.654,0.346
COL,2020,0.619,0.381
COL,2021,0.5920000000000001,0.4079999999999999
COL,2022,0.5569999999999999,0.44300000000000006
COL,2023,0.642,0.358
COL,2024,0.638,0.362
COL,2025,0.7090000000000001,0.2909999999999999
COM,1989,0.617,0.383
COM,1990,0.64,0.36
COM,1991,0.638,0.362
COM,1992,0.591,0.40900000000000003
COM,1993,0.571,0.42900000000000005
COM,1994,0.359,0.641
COM,1995,0.371,0.629
COM,1996,0.279,0.721
COM,1997,0.18000000000000005,0.82
COM,1998,0.19099999999999995,0.809
COM,1999,0.07799999999999996,0.922
COM,2000,0.028000000000000025,0.972
COM,2001,0.026000000000000023,0.974
COM,2002,0.030000000000000027,0.97
COM,2003,0.03700000000000003,0.963
COM,2004,0.06899999999999995,0.931
COM,2005,0.04400000000000004,0.956
COM,2006,0.07899999999999996,0.921
COM,2007,0.09699999999999998,0.903
COM,2008,0.08999999999999997,0.91
COM,2009,0.128,0.872
COM,2010,0.125,0.875
COM,2011,0.132,0.868
COM,2012,0.15800000000000003,0.842
COM,2013,0.29200000000000004,0.708
COM,2014,0.279,0.721
COM,2015,0.29800000000000004,0.702
COM,2016,0.21099999999999997,0.789
COM,2017,0.28700000000000003,0.713
COM,2018,0.137,0.863
COM,2019,0.19799999999999995,0.802
COM,2020,0.21899999999999997,0.781
COM,2021,0.249,0.751
COM,2022,0.21999999999999997,0.78
COM,2023,0.235,0.765
COM,2024,0.257,0.743
CPV,1989,0.369,0.631
CPV,1990,0.404,0.596
CPV,1991,0.518,0.482
CPV,1992,0.594,0.406
CPV,1993,0.485,0.515
CPV,1994,0.563,0.43700000000000006
CPV,1995,0.616,0.384
CPV,1996,0.667,0.33299999999999996
CPV,1997,0.62,0.38
CPV,1998,0.5469999999999999,0.45300000000000007
CPV,1999,0.33099999999999996,0.669
CPV,2000,0.381,0.619
CPV,2001,0.396,0.604
CPV,2002,0.42700000000000005,0.573
CPV,2003,0.488,0.512
CPV,2004,0.5389999999999999,0.4610000000000001
CPV,2005,0.5,0.5
CPV,2006,0.512,0.488
CPV,2007,0.479,0.521
CPV,2008,0.44499999999999995,0.555
CPV,2009,0.39,0.61
CPV,2010,0.361,0.639
CPV,2011,0.279,0.721
CPV,2012,0.253,0.747
CPV,2013,0.25,0.75
CPV,2014,0.237,0.763
CPV,2015,0.22899999999999998,0.771
CPV,2016,0.238,0.762
CPV,2017,0.255,0.745
CPV,2018,0.269,0.731
CPV,2019,0.264,0.736
CPV,2020,0.28300000000000003,0.717
CPV,2021,0.31799999999999995,0.682
CPV,2022,0.33699999999999997,0.663
CPV,2023,0.353,0.647
CPV,2024,0.383,0.617
CRI,2003,0.6699999999999999,0.33000000000000007
CRI,2004,0.6699999999999999,0.33000000000000007
CRI,2005,0.791,0.20899999999999996
CRI,2006,0.8,0.19999999999999996
CRI,2007,0.794,0.20599999999999996
CRI,2008,0.8069999999999999,0.19300000000000006
CRI,2009,0.647,0.353
CRI,2010,0.679,0.32099999999999995
CRI,2011,0.6930000000000001,0.30699999999999994
CRI,2012,0.6950000000000001,0.30499999999999994
CRI,2013,0.6910000000000001,0.30899999999999994
CRI,2014,0.636,0.364
CRI,2015,0.628,0.372
CRI,2016,0.617,0.383
CRI,2017,0.596,0.404
CRI,2018,0.5840000000000001,0.4159999999999999
CRI,2019,0.579,0.42100000000000004
CRI,2020,0.585,0.41500000000000004
CRI,2021,0.602,0.398
CRI,2022,0.603,0.397
CRI,2023,0.615,0.385
CRI,2024,0.639,0.361
CRI,2025,0.653,0.347
DMA,1989,0.33799999999999997,0.662
DMA,1990,0.364,0.636
DMA,1991,0.376,0.624
DMA,1992,0.369,0.631
DMA,1993,0.37,0.63
DMA,1994,0.46699999999999997,0.533
DMA,1995,0.577,0.42300000000000004
DMA,1996,0.552,0.44799999999999995
DMA,1997,0.5509999999999999,0.44900000000000007
DMA,1998,0.616,0.384
DMA,1999,0.5589999999999999,0.44100000000000006
DMA,2000,0.403,0.597
DMA,2001,0.496,0.504
DMA,2002,0.482,0.518
DMA,2003,0.44799999999999995,0.552
DMA,2004,0.348,0.652
DMA,2005,0.34199999999999997,0.658
DMA,2006,0.361,0.639
DMA,2007,0.369,0.631
DMA,2008,0.374,0.626
DMA,2009,0.389,0.611
DMA,2010,0.393,0.607
DMA,2011,0.381,0.619
DMA,2012,0.359,0.641
DMA,2013,0.37,0.63
DMA,2014,0.372,0.628
DMA,2015,0.379,0.621
DMA,2016,0.46699999999999997,0.533
DMA,2017,0.5,0.5
DMA,2018,0.5740000000000001,0.42599999999999993
DMA,2019,0.602,0.398
DMA,2020,0.593,0.40700000000000003
DMA,2021,0.556,0.44399999999999995
DMA,2022,0.5349999999999999,0.4650000000000001
DMA,2023,0.507,0.493
DMA,2024,0.5740000000000001,0.42599999999999993
DOM,2000,0.041000000000000036,0.959
DOM,2001,0.238,0.762
DOM,2002,0.247,0.753
DOM,2003,0.10299999999999998,0.897
DOM,2004,0.30200000000000005,0.698
DOM,2005,0.399,0.601
DOM,2006,0.5349999999999999,0.4650000000000001
DOM,2007,0.565,0.43500000000000005
DOM,2008,0.5860000000000001,0.4139999999999999
DOM,2009,0.5780000000000001,0.42199999999999993
DOM,2010,0.531,0.469
DOM,2011,0.275,0.725
DOM,2012,0.265,0.735
DOM,2013,0.273,0.727
DOM,2014,0.274,0.726
DOM,2015,0.29200000000000004,0.708
DOM,2016,0.30700000000000005,0.693
DOM,2017,0.32699999999999996,0.673
DOM,2018,0.31699999999999995,0.683
DOM,2019,0.281,0.719
DOM,2020,0.245,0.755
DOM,2021,0.239,0.761
DOM,2022,0.254,0.746
DOM,2023,0.27,0.73
DOM,2024,0.30400000000000005,0.696
DZA,1989,0.955,0.04500000000000004
DZA,1990,0.922,0.07799999999999996
DZA,1991,0.896,0.10399999999999998
DZA,1992,0.911,0.08899999999999997
DZA,1993,0.938,0.062000000000000055
DZA,1994,0.792,0.20799999999999996
DZA,1995,0.712,0.28800000000000003
DZA,1996,0.6950000000000001,0.30499999999999994
DZA,1997,0.654,0.346
DZA,1998,0.63,0.37
DZA,1999,0.598,0.402
DZA,2000,0.573,0.42700000000000005
DZA,2001,0.5740000000000001,0.42599999999999993
DZA,2002,0.5569999999999999,0.44300000000000006
DZA,2003,0.556,0.44399999999999995
DZA,2004,0.5820000000000001,0.4179999999999999
DZA,2005,0.627,0.373
DZA,2006,0.966,0.03400000000000003
DZA,2007,0.944,0.05600000000000005
DZA,2008,0.926,0.07399999999999995
DZA,2009,0.929,0.07099999999999995
DZA,2010,0.945,0.05500000000000005
DZA,2011,0.954,0.04600000000000004
DZA,2012,0.973,0.027000000000000024
DZA,2013,0.973,0.027000000000000024
DZA,2014,0.977,0.02300000000000002
DZA,2015,0.982,0.018000000000000016
DZA,2016,0.961,0.039000000000000035
DZA,2017,0.969,0.031000000000000028
DZA,2018,0.981,0.019000000000000017
DZA,2019,0.985,0.015000000000000013
DZA,2020,0.982,0.018000000000000016
DZA,2021,0.989,0.01100000000000001
DZA,2022,0.991,0.009000000000000008
DZA,2023,0.992,0.008000000000000007
DZA,2024,0.993,0.007000000000000006
ECU,1990,0.505,0.495
ECU,1991,0.514,0.486
ECU,1992,0.5760000000000001,0.42399999999999993
ECU,1993,0.677,0.32299999999999995
ECU,1994,0.09799999999999998,0.902
ECU,2003,0.16300000000000003,0.837
ECU,2004,0.19999999999999996,0.8
ECU,2005,0.21499999999999997,0.785
ECU,2006,0.20299999999999996,0.797
ECU,2007,0.21999999999999997,0.78
ECU,2008,0.241,0.759
ECU,2009,0.252,0.748
ECU,2010,0.34099999999999997,0.659
ECU,2011,0.30300000000000005,0.697
ECU,2012,0.41600000000000004,0.584
ECU,2013,0.42900000000000005,0.571
ECU,2014,0.42400000000000004,0.576
ECU,2015,0.382,0.618
ECU,2016,0.32699999999999996,0.673
ECU,2017,0.29700000000000004,0.703
ECU,2018,0.268,0.732
EGY,2001,0.665,0.33499999999999996
EGY,2002,0.7030000000000001,0.29699999999999993
EGY,2003,0.653,0.347
EGY,2004,0.754,0.246
EGY,2005,0.8069999999999999,0.19300000000000006
EGY,2006,0.8109999999999999,0.18900000000000006
EGY,2007,0.8160000000000001,0.18399999999999994
EGY,2008,0.8009999999999999,0.19900000000000007
EGY,2009,0.8180000000000001,0.18199999999999994
EGY,2010,0.776,0.22399999999999998
EGY,2011,0.857,0.14300000000000002
EGY,2012,0.879,0.121
EGY,2013,0.875,0.125
EGY,2014,0.907,0.09299999999999997
EGY,2015,0.92,0.07999999999999996
EGY,2016,0.844,0.15600000000000003
EGY,2017,0.733,0.267
EGY,2018,0.751,0.249
EGY,2019,0.74,0.26
EGY,2020,0.736,0.264
EGY,2021,0.743,0.257
EGY,2022,0.731,0.269
EGY,2023,0.734,0.266
EGY,2024,0.611,0.389
EGY,2025,0.636,0.364
ETH,1989,0.30200000000000005,0.698
ETH,1990,0.32299999999999995,0.677
ETH,1991,0.359,0.641
ETH,1992,0.17000000000000004,0.83
ETH,1993,0.20299999999999996,0.797
ETH,1994,0.17300000000000004,0.827
ETH,1995,0.16000000000000003,0.84
ETH,1996,0.18999999999999995,0.81
ETH,1997,0.15000000000000002,0.85
ETH,1998,0.14600000000000002,0.854
ETH,1999,0.269,0.731
ETH,2000,0.31599999999999995,0.684
ETH,2001,0.30400000000000005,0.696
ETH,2002,0.31399999999999995,0.686
ETH,2003,0.31200000000000006,0.688
ETH,2004,0.42300000000000004,0.577
ETH,2005,0.43200000000000005,0.568
ETH,2006,0.848,0.15200000000000002
ETH,2007,0.787,0.21299999999999997
ETH,2008,0.819,0.18100000000000005
ETH,2009,0.591,0.40900000000000003
ETH,2010,0.5549999999999999,0.44500000000000006
ETH,2011,0.628,0.372
ETH,2012,0.627,0.373
ETH,2013,0.624,0.376
ETH,2014,0.583,0.41700000000000004
ETH,2015,0.6579999999999999,0.3420000000000001
ETH,2016,0.661,0.33899999999999997
ETH,2017,0.613,0.387
ETH,2018,0.663,0.33699999999999997
ETH,2019,0.638,0.362
ETH,2020,0.593,0.40700000000000003
ETH,2021,0.598,0.402
ETH,2022,0.652,0.348
ETH,2023,0.671,0.32899999999999996
ETH,2024,0.29800000000000004,0.702
FJI,1989,0.641,0.359
FJI,1990,0.6639999999999999,0.3360000000000001
FJI,1991,0.6930000000000001,0.30699999999999994
FJI,1992,0.779,0.22099999999999997
FJI,1993,0.8180000000000001,0.18199999999999994
FJI,1994,0.842,0.15800000000000003
FJI,1995,0.85,0.15000000000000002
FJI,1996,0.88,0.12
FJI,1997,0.894,0.10599999999999998
FJI,1998,0.8,0.19999999999999996
FJI,1999,0.83,0.17000000000000004
FJI,2000,0.85,0.15000000000000002
FJI,2001,0.882,0.118
FJI,2002,0.895,0.10499999999999998
FJI,2003,0.911,0.08899999999999997
FJI,2004,0.914,0.08599999999999997
FJI,2005,0.919,0.08099999999999996
FJI,2006,0.931,0.06899999999999995
FJI,2007,0.9299999999999999,0.07000000000000006
FJI,2008,0.916,0.08399999999999996
FJI,2009,0.915,0.08499999999999996
FJI,2010,0.911,0.08899999999999997
FJI,2011,0.887,0.11299999999999999
FJI,2012,0.861,0.139
FJI,2013,0.836,0.16400000000000003
FJI,2014,0.8160000000000001,0.18399999999999994
FJI,2015,0.32199999999999995,0.678
FJI,2016,0.7030000000000001,0.29699999999999993
FJI,2017,0.7110000000000001,0.2889999999999999
FJI,2018,0.727,0.273
FJI,2019,0.75,0.25
FJI,2020,0.74,0.26
FJI,2021,0.694,0.30600000000000005
FJI,2022,0.629,0.371
FJI,2023,0.65,0.35
FJI,2024,0.636,0.364
FSM,1995,0.0,1.0
FSM,1996,0.0,1.0
FSM,1997,0.0,1.0
FSM,1998,0.0,1.0
FSM,1999,0.010000000000000009,0.99
FSM,2000,0.007000000000000006,0.993
FSM,2001,0.0030000000000000027,0.997
FSM,2002,0.0020000000000000018,0.998
FSM,2003,0.0,1.0
FSM,2004,0.0,1.0
FSM,2005,0.0,1.0
FSM,2006,0.0,1.0
FSM,2007,0.0050000000000000044,0.995
FSM,2008,0.0,1.0
FSM,2009,0.0,1.0
FSM,2010,0.0,1.0
FSM,2011,0.0,1.0
FSM,2012,0.0,1.0
FSM,2013,0.0,1.0
FSM,2014,0.0,1.0
FSM,2015,0.0,1.0
FSM,2016,0.0,1.0
FSM,2017,0.0,1.0
FSM,2018,0.0,1.0
FSM,2019,0.0,1.0
FSM,2020,0.0,1.0
FSM,2021,0.0,1.0
FSM,2022,0.0,1.0
FSM,2023,0.0,1.0
FSM,2024,0.0,1.0
FSM,2025,0.0,1.0
GAB,1989,0.518,0.482
GAB,1990,0.40800000000000003,0.592
GAB,1991,0.399,0.601
GAB,1992,0.344,0.656
GAB,1993,0.33599999999999997,0.664
GAB,1994,0.22599999999999998,0.774
GAB,1995,0.18600000000000005,0.814
GAB,1996,0.139,0.861
GAB,1997,0.11299999999999999,0.887
GAB,1998,0.20499999999999996,0.795
GAB,1999,0.131,0.869
GAB,2000,0.15700000000000003,0.843
GAB,2001,0.261,0.739
GAB,2002,0.352,0.648
GAB,2003,0.38,0.62
GAB,2004,0.29400000000000004,0.706
GAB,2005,0.06599999999999995,0.934
GAB,2006,0.017000000000000015,0.983
GAB,2007,0.15100000000000002,0.849
GAB,2008,0.253,0.747
GAB,2009,0.31499999999999995,0.685
GAB,2010,0.21899999999999997,0.781
GAB,2011,0.272,0.728
GAB,2012,0.258,0.742
GAB,2013,0.254,0.746
GAB,2014,0.242,0.758
GAB,2015,0.259,0.741
GAB,2016,0.43000000000000005,0.57
GAB,2017,0.41000000000000003,0.59
GAB,2018,0.406,0.594
GAB,2019,0.393,0.607
GAB,2020,0.526,0.474
GAB,2021,0.5349999999999999,0.4650000000000001
GAB,2022,0.55,0.44999999999999996
GAB,2023,0.585,0.41500000000000004
GAB,2024,0.626,0.374
GEO,1996,0.19399999999999995,0.806
GEO,1997,0.31599999999999995,0.684
GEO,1998,0.43799999999999994,0.562
GEO,1999,0.43799999999999994,0.562
GEO,2000,0.44799999999999995,0.552
GEO,2001,0.43700000000000006,0.563
GEO,2002,0.38,0.62
GEO,2003,0.29900000000000004,0.701
GEO,2004,0.31499999999999995,0.685
GEO,2005,0.32599999999999996,0.674
GEO,2006,0.243,0.757
GEO,2007,0.243,0.757
GEO,2008,0.32399999999999995,0.676
GEO,2009,0.16400000000000003,0.836
GEO,2010,0.15500000000000003,0.845
GEO,2011,0.15300000000000002,0.847
GEO,2012,0.14300000000000002,0.857
GEO,2013,0.14700000000000002,0.853
GEO,2014,0.18100000000000005,0.819
GEO,2015,0.16500000000000004,0.835
GEO,2016,0.16500000000000004,0.835
GEO,2017,0.18500000000000005,0.815
GEO,2018,0.18500000000000005,0.815
GEO,2019,0.21899999999999997,0.781
GEO,2020,0.21699999999999997,0.783
GEO,2021,0.20899999999999996,0.791
GEO,2022,0.256,0.744
GEO,2023,0.268,0.732
GEO,2024,0.30400000000000005,0.696
GEO,2025,0.637,0.363
GHA,1989,0.31399999999999995,0.686
GHA,1990,0.31499999999999995,0.685
GHA,1991,0.32199999999999995,0.678
GHA,1992,0.247,0.753
GHA,1993,0.20599999999999996,0.794
GHA,1994,0.41600000000000004,0.584
GHA,1995,0.346,0.654
GHA,1996,0.33499999999999996,0.665
GHA,1997,0.356,0.644
GHA,1998,0.276,0.724
GHA,1999,0.30800000000000005,0.692
GHA,2000,0.29200000000000004,0.708
GHA,2001,0.30900000000000005,0.691
GHA,2002,0.43999999999999995,0.56
GHA,2003,0.30700000000000005,0.693
GHA,2004,0.32699999999999996,0.673
GHA,2005,0.33299999999999996,0.667
GHA,2006,0.649,0.351
GHA,2007,0.6719999999999999,0.32800000000000007
GHA,2008,0.651,0.349
GHA,2009,0.509,0.491
GHA,2010,0.631,0.369
GHA,2011,0.579,0.42100000000000004
GHA,2012,0.44399999999999995,0.556
GHA,2013,0.471,0.529
GHA,2014,0.43000000000000005,0.57
GHA,2015,0.392,0.608
GHA,2016,0.396,0.604
GHA,2017,0.378,0.622
GHA,2018,0.46399999999999997,0.536
GHA,2019,0.383,0.617
GHA,2020,0.46099999999999997,0.539
GHA,2021,0.502,0.498
GHA,2022,0.5409999999999999,0.4590000000000001
GHA,2023,0.498,0.502
GHA,2024,0.5469999999999999,0.45300000000000007
GIN,1990,0.18500000000000005,0.815
GIN,1991,0.19299999999999995,0.807
GIN,1992,0.16400000000000003,0.836
GIN,1993,0.18999999999999995,0.81
GIN,1994,0.17600000000000005,0.824
GIN,1995,0.14900000000000002,0.851
GIN,1996,0.17200000000000004,0.828
GIN,1997,0.14900000000000002,0.851
GIN,1998,0.15500000000000003,0.845
GIN,1999,0.237,0.763
GIN,2000,0.248,0.752
GIN,2001,0.261,0.739
GIN,2002,0.20299999999999996,0.797
GIN,2003,0.258,0.742
GIN,2004,0.242,0.758
GIN,2005,0.252,0.748
GIN,2006,0.249,0.751
GIN,2007,0.255,0.745
GIN,2008,0.239,0.761
GIN,2009,0.345,0.655
GIN,2010,0.42500000000000004,0.575
GIN,2011,0.39,0.61
GIN,2012,0.499,0.501
GIN,2013,0.5349999999999999,0.4650000000000001
GIN,2014,0.524,0.476
GIN,2015,0.5780000000000001,0.42199999999999993
GIN,2016,0.525,0.475
GIN,2017,0.589,0.41100000000000003
GIN,2018,0.5840000000000001,0.4159999999999999
GIN,2019,0.44899999999999995,0.551
GIN,2020,0.504,0.496
GIN,2021,0.5329999999999999,0.4670000000000001
GIN,2022,0.558,0.44199999999999995
GIN,2023,0.554,0.44599999999999995
GIN,2024,0.6819999999999999,0.31800000000000006
GMB,1989,0.248,0.752
GMB,1990,0.40700000000000003,0.593
GMB,1991,0.28300000000000003,0.717
GMB,1992,0.381,0.619
GMB,1993,0.345,0.655
GMB,1994,0.372,0.628
GMB,1995,0.377,0.623
GMB,1996,0.386,0.614
GMB,1997,0.388,0.612
GMB,1998,0.385,0.615
GMB,1999,0.4,0.6
GMB,2000,0.32199999999999995,0.678
GMB,2001,0.385,0.615
GMB,2002,0.29700000000000004,0.703
GMB,2003,0.21599999999999997,0.784
GMB,2004,0.22899999999999998,0.771
GMB,2005,0.30000000000000004,0.7
GMB,2006,0.28800000000000003,0.712
GMB,2007,0.18700000000000006,0.813
GMB,2008,0.34199999999999997,0.658
GMB,2009,0.28800000000000003,0.712
GMB,2010,0.384,0.616
GMB,2011,0.393,0.607
GMB,2012,0.394,0.606
GMB,2013,0.41500000000000004,0.585
GMB,2014,0.45199999999999996,0.548
GMB,2015,0.5369999999999999,0.4630000000000001
GMB,2016,0.5700000000000001,0.42999999999999994
GMB,2017,0.507,0.493
GMB,2018,0.51,0.49
GMB,2019,0.497,0.503
GMB,2020,0.46599999999999997,0.534
GMB,2021,0.493,0.507
GMB,2022,0.46699999999999997,0.533
GMB,2023,0.43999999999999995,0.56
GMB,2024,0.45199999999999996,0.548
GNB,1989,0.241,0.759
GNB,1990,0.18899999999999995,0.811
GNB,1991,0.19799999999999995,0.802
GNB,1992,0.09299999999999997,0.907
GNB,1993,0.07699999999999996,0.923
GNB,1994,0.0,1.0
GNB,1995,0.09099999999999997,0.909
GNB,1996,0.0,1.0
GNB,1997,0.0,1.0
GNB,1998,0.08299999999999996,0.917
GNB,1999,0.0,1.0
GNB,2000,0.050000000000000044,0.95
GNB,2001,0.07099999999999995,0.929
GNB,2002,0.18899999999999995,0.811
GNB,2003,0.20099999999999996,0.799
GNB,2004,0.254,0.746
GNB,2005,0.29400000000000004,0.706
GNB,2006,0.29500000000000004,0.705
GNB,2007,0.30800000000000005,0.692
GNB,2008,0.31200000000000006,0.688
GNB,2009,0.31899999999999995,0.681
GNB,2010,0.061000000000000054,0.939
GNB,2011,0.5740000000000001,0.42599999999999993
GNB,2012,0.562,0.43799999999999994
GNB,2013,0.546,0.45399999999999996
GNB,2014,0.46099999999999997,0.539
GNB,2015,0.25,0.75
GNB,2016,0.253,0.747
GNB,2017,0.16900000000000004,0.831
GNB,2018,0.17700000000000005,0.823
GNB,2019,0.18000000000000005,0.82
GNB,2020,0.18400000000000005,0.816
GNB,2021,0.14100000000000001,0.859
GNB,2022,0.17900000000000005,0.821
GNB,2023,0.19299999999999995,0.807
GNB,2024,0.241,0.759
GRD,1989,0.32799999999999996,0.672
GRD,1990,0.28800000000000003,0.712
GRD,1991,0.355,0.645
GRD,1992,0.28,0.72
GRD,1993,0.345,0.655
GRD,1994,0.31499999999999995,0.685
GRD,1995,0.30400000000000005,0.696
GRD,1996,0.31899999999999995,0.681
GRD,1997,0.383,0.617
GRD,1998,0.44499999999999995,0.555
GRD,1999,0.357,0.643
GRD,2000,0.19099999999999995,0.809
GRD,2001,0.21999999999999997,0.78
GRD,2002,0.32299999999999995,0.677
GRD,2003,0.37,0.63
GRD,2004,0.394,0.606
GRD,2005,0.43799999999999994,0.562
GRD,2006,0.374,0.626
GRD,2007,0.362,0.638
GRD,2008,0.34199999999999997,0.658
GRD,2009,0.32699999999999996,0.673
GRD,2010,0.365,0.635
GRD,2011,0.41900000000000004,0.581
GRD,2012,0.42300000000000004,0.577
GRD,2013,0.44599999999999995,0.554
GRD,2014,0.43600000000000005,0.564
GRD,2015,0.403,0.597
GRD,2016,0.363,0.637
GRD,2017,0.374,0.626
GRD,2018,0.344,0.656
GRD,2019,0.345,0.655
GRD,2020,0.44099999999999995,0.559
GRD,2021,0.42700000000000005,0.573
GRD,2022,0.41500000000000004,0.585
GRD,2023,0.389,0.611
GRD,2024,0.377,0.623
GTM,1989,0.69,0.31000000000000005
GTM,1990,0.6619999999999999,0.3380000000000001
GTM,1991,0.638,0.362
GTM,1992,0.611,0.389
GTM,1993,0.5760000000000001,0.42399999999999993
GTM,1994,0.546,0.45399999999999996
GTM,1995,0.492,0.508
GTM,1996,0.501,0.499
GTM,1997,0.43999999999999995,0.56
GTM,1998,0.41800000000000004,0.582
GTM,1999,0.46399999999999997,0.536
GTM,2000,0.46499999999999997,0.535
GTM,2001,0.47,0.53
GTM,2002,0.42200000000000004,0.578
GTM,2003,0.499,0.501
GTM,2004,0.54,0.45999999999999996
GTM,2005,0.5860000000000001,0.4139999999999999
GTM,2006,0.43799999999999994,0.562
GTM,2007,0.49,0.51
GTM,2008,0.497,0.503
GTM,2009,0.398,0.602
GTM,2010,0.41300000000000003,0.587
GTM,2011,0.44999999999999996,0.55
GTM,2012,0.42400000000000004,0.576
GTM,2013,0.41700000000000004,0.583
GTM,2014,0.46099999999999997,0.539
GTM,2015,0.46399999999999997,0.536
GTM,2016,0.47,0.53
GTM,2017,0.502,0.498
GTM,2018,0.522,0.478
GTM,2019,0.515,0.485
GTM,2020,0.5349999999999999,0.4650000000000001
GTM,2021,0.5549999999999999,0.44500000000000006
GTM,2022,0.5680000000000001,0.43199999999999994
GTM,2023,0.5389999999999999,0.4610000000000001
GTM,2024,0.527,0.473
GTM,2025,0.526,0.474
GUY,1989,0.526,0.474
GUY,1990,0.44799999999999995,0.552
GUY,1991,0.30400000000000005,0.696
GUY,1992,0.53,0.47
GUY,1993,0.538,0.46199999999999997
GUY,1994,0.512,0.488
GUY,1995,0.5329999999999999,0.4670000000000001
GUY,1996,0.522,0.478
GUY,1997,0.482,0.518
GUY,1998,0.386,0.614
GUY,1999,0.41100000000000003,0.589
GUY,2000,0.42700000000000005,0.573
GUY,2001,0.365,0.635
GUY,2002,0.383,0.617
GUY,2003,0.30500000000000005,0.695
