iso3,anio,PIB_crec_weo,cta_corriente_weo,deuda_bruta_weo,infl_ipc_weo,resultado_fiscal_weo,resultado_primario_weo
ESP,2022,6.182,0.35,109.404,8.323,-4.64,-2.54
ESP,2023,2.673,2.655,105.034,3.4,-3.515,-1.731
ESP,2024,3.151,3.024,101.82,2.867,-3.153,-1.337
ESP,2025,2.501,2.419,100.571,2.217,-2.689,-0.493
ESP,2026,1.817,2.229,99.017,1.958,-2.4,0.082
EST,1995,2.155,-4.04,8.659,29.003,-0.257,0.168
EST,1996,4.943,-8.346,7.298,19.742,-0.931,-0.526
EST,1997,13.05,-10.904,6.033,9.311,2.979,3.361
EST,1998,4.34,-8.459,5.398,8.782,0.648,1.044
EST,1999,-0.425,-4.267,5.933,3.098,-3.42,-3.08
EST,2000,10.088,-5.41,5.114,3.932,-0.112,-0.038
EST,2001,5.881,-7.105,4.933,5.626,0.399,0.405
EST,2002,6.933,-11.063,5.66,3.588,0.293,0.291
EST,2003,7.596,-12.867,5.599,1.387,1.665,1.376
EST,2004,6.801,-11.92,5.159,3.038,2.286,2.093
EST,2005,9.523,-8.677,4.733,4.117,1.065,0.86
EST,2006,9.763,-14.925,4.717,4.444,2.706,2.449
EST,2007,7.571,-14.859,3.908,6.745,2.503,2.149
EST,2008,-5.125,-8.656,4.673,10.606,-2.922,-3.346
EST,2009,-14.63,2.55,7.976,0.199,-3.428,-3.652
EST,2010,2.45,1.783,7.99,2.741,-1.088,-1.232
EST,2011,7.607,1.31,7.597,5.08,0.086,-0.052
EST,2012,3.672,-1.879,11.147,4.219,-0.856,-0.921
EST,2013,1.757,-0.14,11.435,3.247,-0.664,-0.713
EST,2014,3.323,0.583,11.563,0.476,0.415,0.385
EST,2015,1.838,1.475,10.79,0.068,-0.242,-0.287
EST,2016,3.093,0.978,10.239,0.8,-0.618,-0.676
EST,2017,5.635,1.685,9.434,3.651,-1.066,-1.086
EST,2018,3.7,0.553,8.507,3.412,-1.146,-1.162
EST,2019,3.727,2.011,9.047,2.268,-0.109,-0.118
EST,2020,-2.884,-2.526,19.096,-0.634,-5.424,-5.395
EST,2021,7.154,-3.608,18.419,4.487,-2.569,-2.551
EST,2022,0.06,-3.894,19.112,19.447,-1.075,-1.012
EST,2023,-3.023,-1.737,20.184,9.116,-3.139,-2.968
EST,2024,-0.261,-1.131,23.619,3.733,-1.685,-1.407
EST,2025,0.74,-2.569,25.405,5.769,-2.692,-2.43
EST,2026,1.825,-2.362,27.298,3.871,-2.894,-2.586
ETH,1995,6.121,2.458,146.579,13.354,-2.757,-1.015
ETH,1996,13.533,0.302,132.798,0.919,-3.928,-2.228
ETH,1997,2.84,-0.264,80.26,-6.42,-1.764,-0.119
ETH,1998,-4.185,-0.537,89.288,3.6,-3.645,-2.087
ETH,1999,6.294,-7.027,97.781,7.941,-8.539,-6.8
ETH,2000,9.838,-2.473,93.633,0.662,-8.88,-7.209
ETH,2001,7.4,-1.352,97.325,-8.238,-3.76,-2.185
ETH,2002,1.6,-4.011,107.363,1.654,-5.764,-4.266
ETH,2003,-2.1,-1.212,103.691,17.762,-5.592,-3.945
ETH,2004,11.7,-3.777,103.104,3.221,-2.651,-1.416
ETH,2005,12.6,-7.374,78.239,11.656,-4.122,-3.18
ETH,2006,11.5,-11.71,79.631,13.558,-3.788,-2.994
ETH,2007,11.8,-6.156,55.704,17.245,-3.567,-2.871
ETH,2008,11.2,-5.643,56.056,44.371,-2.882,-2.429
ETH,2009,10.0,-8.164,29.96,8.479,-0.932,-0.551
ETH,2010,10.6,-4.471,39.436,8.134,-1.321,-0.909
ETH,2011,11.4,-0.674,44.565,33.232,-1.607,-1.236
ETH,2012,8.7,-6.559,39.358,24.132,-1.172,-0.873
ETH,2013,9.9,-5.939,44.104,8.071,-1.931,-1.592
ETH,2014,10.3,-7.916,44.152,7.404,-2.582,-2.225
ETH,2015,10.4,-11.476,50.743,9.569,-1.947,-1.536
ETH,2016,8.0,-10.908,51.803,6.628,-2.3,-1.839
ETH,2017,10.21,-8.457,55.278,10.687,-3.243,-2.793
ETH,2018,7.703,-6.525,58.449,13.833,-3.029,-2.503
ETH,2019,9.037,-5.328,54.699,15.81,-2.533,-2.031
ETH,2020,6.057,-4.6,53.697,20.354,-2.764,-2.365
ETH,2021,6.265,-3.192,53.772,26.794,-2.767,-2.214
ETH,2022,6.362,-4.316,46.927,33.938,-4.159,-3.533
ETH,2023,7.171,-2.924,38.737,30.219,-2.599,-1.974
ETH,2024,8.051,-4.202,32.297,21.746,-1.989,-1.403
ETH,2025,6.612,-4.757,41.806,21.541,-1.7,-0.539
ETH,2026,7.107,-3.225,37.018,12.197,-1.95,-0.698
FIN,1995,4.233,3.832,55.204,0.398,-5.976,-5.203
FIN,1996,3.662,3.518,55.363,1.063,-3.37,-2.018
FIN,1997,6.398,4.753,52.235,1.217,-1.325,0.396
FIN,1998,5.454,4.708,46.843,1.349,1.537,3.064
FIN,1999,4.389,4.846,44.021,1.31,1.596,2.965
FIN,2000,5.754,7.161,42.447,2.952,6.729,7.619
FIN,2001,2.64,7.676,40.897,2.665,4.892,5.356
FIN,2002,1.687,7.821,40.129,2.007,3.975,3.967
FIN,2003,2.012,4.315,42.697,1.29,2.34,2.265
FIN,2004,4.005,5.604,42.577,0.147,2.158,2.085
FIN,2005,2.778,2.877,39.87,0.774,2.589,2.545
FIN,2006,4.019,3.931,38.005,1.275,3.925,3.728
FIN,2007,5.313,4.029,33.906,1.583,5.115,4.777
FIN,2008,0.784,2.543,32.563,3.916,4.18,3.649
FIN,2009,-8.076,1.996,41.534,1.634,-2.484,-2.852
FIN,2010,3.168,1.362,50.113,1.686,-2.575,-2.511
FIN,2011,2.389,-1.551,52.024,3.324,-1.013,-0.991
FIN,2012,-1.523,-2.23,57.856,3.162,-2.155,-1.939
FIN,2013,-0.98,-1.883,60.812,2.216,-2.522,-2.421
FIN,2014,-0.478,-1.357,64.813,1.209,-2.995,-2.841
FIN,2015,0.467,-0.908,68.764,-0.156,-2.427,-2.286
FIN,2016,2.572,-1.969,68.649,0.389,-1.677,-1.392
FIN,2017,3.303,-0.656,66.581,0.839,-0.607,-0.36
FIN,2018,1.193,-1.611,65.278,1.169,-1.13,-0.94
FIN,2019,1.35,-0.138,65.241,1.137,-0.929,-0.791
FIN,2020,-2.491,0.423,75.415,0.383,-5.532,-5.461
FIN,2021,2.676,0.33,73.247,2.066,-2.693,-2.741
FIN,2022,0.763,-2.416,74.034,7.172,-0.174,-0.224
FIN,2023,-0.947,-0.525,77.302,4.34,-2.995,-3.1
FIN,2024,-0.134,0.305,82.53,0.975,-4.211,-4.273
FIN,2025,0.96,-0.505,86.441,1.974,-3.51,-3.179
FIN,2026,1.405,-0.557,88.011,2.0,-2.94,-2.227
FJI,1995,2.6,-1.463,49.094,2.183,0.779,3.498
FJI,1996,4.8,0.813,50.321,3.01,-3.456,-0.847
FJI,1997,-2.4,-2.649,54.395,3.393,-4.505,-1.532
FJI,1998,1.3,-0.416,37.919,5.743,5.397,9.405
FJI,1999,8.7,-2.393,34.721,1.983,1.167,3.496
FJI,2000,-1.7,-3.824,35.921,1.099,-1.33,1.082
FJI,2001,1.9,-4.422,41.934,4.264,-4.501,-1.995
FJI,2002,3.2,0.749,44.538,0.722,-3.68,-1.168
FJI,2003,0.8,-4.077,46.444,4.22,-3.458,-1.03
FJI,2004,5.4,-11.065,45.894,2.827,-0.982,1.416
FJI,2005,-1.3,-5.615,45.318,2.303,-1.179,1.173
FJI,2006,1.9,-13.972,50.325,2.483,-0.757,1.72
FJI,2007,-0.9,-9.586,46.437,4.811,0.357,3.431
FJI,2008,1.0,-13.365,47.932,7.726,1.559,4.36
FJI,2009,-1.4,-2.068,51.501,3.655,-2.764,0.388
FJI,2010,3.0,-3.845,53.355,3.689,-1.295,2.074
FJI,2011,2.7,-4.671,50.977,7.282,-0.719,2.974
FJI,2012,1.411,-0.998,48.625,3.416,-0.683,2.731
FJI,2013,4.734,-8.83,47.399,2.909,-0.079,3.14
FJI,2014,5.604,-5.552,46.207,0.519,-3.484,-0.492
FJI,2015,4.501,-3.257,44.275,1.375,-3.907,-0.863
FJI,2016,2.446,-3.538,44.556,3.863,-5.699,-2.852
FJI,2017,5.353,-6.647,43.427,3.348,-2.094,0.461
FJI,2018,3.812,-8.422,45.768,4.081,-4.376,-1.837
FJI,2019,-0.581,-12.824,48.954,1.773,-3.613,-0.857
FJI,2020,-17.04,-13.693,63.625,-2.595,-8.066,-4.782
FJI,2021,-4.881,-15.792,83.252,0.156,-13.664,-9.718
FJI,2022,19.793,-17.229,91.167,4.32,-12.134,-8.466
FJI,2023,7.524,-7.719,83.302,2.3,-7.186,-3.286
FJI,2024,3.663,-6.711,80.04,4.5,-3.511,0.496
FJI,2025,2.59,-7.048,78.181,3.2,-4.39,-0.334
FJI,2026,2.847,-7.674,78.225,3.1,-4.164,-0.349
FRA,1995,2.457,0.46,57.802,1.769,-5.105,-2.221
FRA,1996,1.347,1.211,60.595,2.079,-3.894,-0.781
FRA,1997,2.515,3.157,61.985,1.27,-3.708,-0.686
FRA,1998,3.466,3.126,62.103,0.673,-2.39,0.5
FRA,1999,3.261,3.895,61.42,0.577,-1.545,1.125
FRA,2000,4.364,1.103,59.721,1.815,-1.316,1.269
FRA,2001,1.846,1.583,59.324,1.784,-1.416,1.2
FRA,2002,1.12,1.155,61.255,1.937,-3.175,-0.536
FRA,2003,0.994,0.84,65.363,2.172,-4.095,-1.564
FRA,2004,2.519,0.535,66.877,2.335,-3.555,-1.041
FRA,2005,1.988,0.104,68.188,1.888,-3.505,-1.066
FRA,2006,2.929,0.254,65.4,1.892,-2.656,-0.282
FRA,2007,2.486,-0.102,65.479,1.605,-2.99,-0.521
FRA,2008,0.265,-0.697,69.819,3.161,-3.501,-0.866
FRA,2009,-2.732,-0.55,84.057,0.102,-7.383,-5.142
FRA,2010,1.843,-0.629,86.279,1.738,-7.159,-4.866
FRA,2011,2.485,-0.858,88.748,2.287,-5.299,-2.814
FRA,2012,0.221,-2.132,91.74,2.217,-5.169,-2.706
FRA,2013,0.915,-0.609,94.546,0.989,-4.936,-2.733
FRA,2014,1.02,-0.913,96.14,0.611,-4.571,-2.468
FRA,2015,0.986,-0.325,96.943,0.089,-3.887,-1.954
FRA,2016,0.728,-0.528,98.126,0.307,-3.763,-1.929
FRA,2017,2.286,-0.547,98.722,1.166,-3.365,-1.635
FRA,2018,1.587,-0.698,98.49,2.099,-2.322,-0.609
FRA,2019,2.076,0.597,98.104,1.298,-2.392,-0.918
FRA,2020,-7.593,-2.053,114.831,0.527,-8.93,-7.665
FRA,2021,6.827,0.277,112.703,2.066,-6.584,-5.217
FRA,2022,2.624,-1.172,111.286,5.904,-4.737,-2.861
FRA,2023,1.116,-0.995,109.733,5.663,-5.447,-3.721
FRA,2024,1.067,0.396,113.105,2.317,-5.786,-3.939
FRA,2025,0.641,0.19,116.301,1.299,-5.461,-3.394
FRA,2026,1.015,-0.183,119.122,1.641,-5.942,-3.68
FSM,1995,,-9.164,53.912,,-0.451,2.599
FSM,1996,-3.35,-19.142,43.393,2.796,2.337,4.915
FSM,1997,-6.249,-31.124,47.173,2.667,2.621,4.954
FSM,1998,2.923,-25.161,42.134,1.633,-3.269,-1.632
FSM,1999,1.113,-21.055,35.874,1.919,-5.175,-3.872
FSM,2000,4.306,-14.708,27.144,1.839,-3.485,-2.69
FSM,2001,2.094,-17.534,23.784,1.317,-5.463,-5.205
FSM,2002,0.26,-10.155,24.304,-0.159,7.205,7.435
FSM,2003,1.551,-6.052,24.93,-0.245,2.618,2.823
FSM,2004,-3.223,-18.764,25.739,1.745,-15.552,-15.346
FSM,2005,2.378,-10.231,25.004,4.087,-5.631,-5.452
FSM,2006,-0.271,-15.739,25.404,4.396,-5.445,-5.269
FSM,2007,-1.728,-10.847,26.037,3.639,-3.548,-3.365
FSM,2008,-2.601,-19.074,29.174,6.572,-1.553,-1.32
FSM,2009,1.069,-21.404,31.124,8.154,1.881,2.172
FSM,2010,2.044,-17.863,29.369,3.618,0.465,0.747
FSM,2011,3.775,-19.447,28.599,3.851,-0.58,-0.242
FSM,2012,-1.67,-13.703,27.291,6.302,0.895,1.225
FSM,2013,-3.661,-10.05,27.941,2.138,2.894,3.312
FSM,2014,-2.587,6.168,28.37,0.724,11.232,11.604
FSM,2015,4.509,4.516,25.969,0.034,10.482,10.848
FSM,2016,0.985,7.268,24.573,-0.916,7.37,7.681
FSM,2017,2.256,10.449,23.923,0.098,14.477,14.731
FSM,2018,0.494,21.438,21.041,1.04,24.676,24.938
FSM,2019,3.363,16.098,19.744,2.209,19.539,19.833
FSM,2020,-1.976,-5.802,21.48,0.964,6.423,6.706
FSM,2021,3.1,2.257,16.956,1.772,4.443,4.685
FSM,2022,-2.906,8.918,15.074,5.02,17.43,17.575
FSM,2023,0.482,3.65,12.863,6.21,9.227,9.372
FSM,2024,0.719,-0.355,10.924,5.439,7.706,7.836
FSM,2025,1.085,-1.332,9.176,4.967,5.889,5.999
FSM,2026,1.509,-3.962,7.301,2.954,0.949,1.05
GAB,1995,4.974,8.797,73.36,9.647,2.643,10.646
GAB,1996,3.625,14.655,64.549,0.69,2.115,8.116
GAB,1997,5.738,9.367,57.04,3.973,1.407,7.298
GAB,1998,3.478,-12.999,87.585,1.449,-13.113,-5.959
GAB,1999,-8.943,7.862,73.086,-1.935,1.114,7.523
GAB,2000,-1.883,18.549,72.497,0.504,11.132,16.65
GAB,2001,2.15,10.3,80.979,2.136,4.067,12.322
GAB,2002,-0.249,6.34,81.07,0.164,3.724,7.812
GAB,2003,2.247,11.764,70.241,2.105,7.752,11.499
GAB,2004,0.69,11.903,60.301,0.408,6.993,10.673
GAB,2005,3.899,20.944,41.7,1.171,7.977,10.566
GAB,2006,-3.633,14.606,34.884,-1.406,8.672,10.868
GAB,2007,6.487,22.061,39.237,5.029,8.062,10.055
GAB,2008,-3.03,24.597,20.053,5.263,10.994,12.642
GAB,2009,-1.196,6.597,25.992,1.885,6.77,8.202
GAB,2010,7.375,17.054,21.295,1.447,2.698,4.059
GAB,2011,7.092,14.305,21.425,1.262,1.41,2.512
GAB,2012,5.251,11.51,21.442,2.683,6.204,7.273
GAB,2013,5.517,8.312,31.113,0.48,-3.069,-1.514
GAB,2014,4.435,6.107,34.063,4.512,5.98,7.595
GAB,2015,3.879,0.98,44.703,-0.143,-1.117,0.909
GAB,2016,2.091,-5.414,64.495,2.086,-4.71,-2.386
GAB,2017,0.473,-0.706,62.926,2.652,-1.699,0.827
GAB,2018,0.909,7.144,62.342,4.777,-0.212,2.196
GAB,2019,3.848,4.6,59.778,2.022,2.127,4.402
GAB,2020,-1.838,-0.496,83.04,1.703,-2.19,1.173
GAB,2021,1.468,3.463,72.945,1.077,-1.927,0.935
GAB,2022,3.038,10.923,65.589,4.25,-0.89,1.68
GAB,2023,2.446,5.382,70.586,3.634,1.793,4.793
GAB,2024,3.074,4.507,73.403,1.164,-3.866,-0.766
GAB,2025,2.774,2.178,79.236,1.516,-5.852,-2.386
GAB,2026,2.603,0.605,83.926,1.966,-6.247,-2.588
GBR,1995,2.386,-0.381,43.653,2.63,-4.988,-2.951
GBR,1996,2.582,-0.264,43.714,2.425,-3.647,-1.624
GBR,1997,4.925,-0.14,44.132,1.825,-2.01,0.117
GBR,1998,3.403,-0.282,41.97,1.557,-0.213,1.763
GBR,1999,3.058,-2.115,40.41,1.329,0.76,2.462
GBR,2000,4.342,-1.831,37.686,0.796,1.395,3.054
GBR,2001,2.573,-1.773,34.958,1.234,0.336,1.82
GBR,2002,1.796,-1.973,35.434,1.259,-1.957,-0.585
GBR,2003,3.152,-1.823,36.764,1.362,-3.215,-1.806
GBR,2004,2.458,-2.302,39.802,1.344,-3.164,-1.697
GBR,2005,2.733,-1.998,41.0,2.057,-3.15,-1.552
GBR,2006,2.381,-3.12,42.058,2.329,-2.759,-1.147
GBR,2007,2.625,-3.729,43.174,2.323,-2.654,-0.963
GBR,2008,-0.249,-3.862,50.827,3.602,-5.087,-3.536
GBR,2009,-4.621,-3.068,64.915,2.165,-10.057,-8.583
GBR,2010,2.233,-2.761,75.86,3.298,-9.219,-6.684
GBR,2011,1.138,-1.63,81.425,4.464,-7.378,-4.577
GBR,2012,1.509,-3.146,84.483,2.828,-7.449,-5.089
GBR,2013,1.8,-4.644,85.316,2.565,-5.344,-3.944
GBR,2014,3.195,-5.022,87.094,1.461,-5.529,-3.695
GBR,2015,2.223,-4.948,87.867,0.04,-4.594,-3.081
GBR,2016,1.922,-5.448,87.825,0.66,-3.312,-1.687
GBR,2017,2.657,-3.493,86.723,2.683,-2.491,-0.667
GBR,2018,1.405,-3.927,86.345,2.478,-2.27,-0.582
GBR,2019,1.624,-2.688,85.657,1.791,-2.472,-1.028
GBR,2020,-10.297,-2.934,105.84,0.851,-13.173,-12.034
GBR,2021,8.576,-0.437,105.131,2.588,-7.725,-5.58
GBR,2022,4.839,-2.102,99.614,9.067,-4.556,-0.912
GBR,2023,0.397,-3.509,100.354,7.303,-6.054,-3.65
GBR,2024,1.101,-3.366,101.227,2.53,-5.749,-3.786
GBR,2025,1.077,-3.684,103.894,3.125,-4.422,-1.89
GBR,2026,1.407,-3.683,105.399,2.248,-3.736,-1.089
GEO,1995,2.6,-17.7,,,-4.888,-2.725
GEO,1996,10.5,-12.17,,,-5.91,-4.461
GEO,1997,10.327,-12.722,,7.161,-6.632,-4.857
GEO,1998,3.02,-12.379,,3.564,-3.963,-1.502
GEO,1999,2.898,-9.688,,19.144,-4.703,-2.134
GEO,2000,1.865,-5.595,58.516,4.024,-1.921,0.813
GEO,2001,4.769,-5.953,52.984,4.688,-0.707,1.005
GEO,2002,5.487,-6.21,50.264,5.579,-0.186,1.727
GEO,2003,11.228,-9.316,54.552,4.785,-0.548,1.367
GEO,2004,5.796,-6.76,44.277,5.656,3.592,4.987
GEO,2005,9.588,-10.556,35.322,8.247,2.145,3.15
GEO,2006,9.42,-14.93,28.279,9.161,3.284,4.015
GEO,2007,12.579,-19.048,22.536,9.245,0.809,1.367
GEO,2008,2.419,-21.364,26.346,9.999,-1.922,-1.307
GEO,2009,-3.651,-10.31,33.649,1.728,-6.365,-5.439
GEO,2010,6.942,-9.648,31.448,7.11,-4.477,-3.546
GEO,2011,7.949,-11.91,27.687,8.543,-0.808,0.296
GEO,2012,6.579,-11.144,28.123,-0.944,-0.71,0.199
GEO,2013,5.134,-5.455,28.942,-0.512,-1.248,-0.433
GEO,2014,4.091,-9.931,30.335,3.069,-1.779,-0.996
GEO,2015,3.351,-11.607,36.015,4.004,-1.163,-0.208
GEO,2016,3.45,-12.211,39.465,2.135,-1.49,-0.388
GEO,2017,5.161,-7.942,38.894,6.035,-0.452,0.713
GEO,2018,6.062,-6.659,38.221,2.615,-0.803,0.344
GEO,2019,5.38,-5.992,40.049,4.853,-1.825,-0.596
GEO,2020,-6.291,-12.432,59.559,5.202,-9.158,-7.612
GEO,2021,10.644,-10.307,49.094,9.567,-5.972,-4.655
GEO,2022,10.96,-4.421,39.169,11.898,-2.199,-1.155
GEO,2023,7.832,-5.551,38.923,2.488,-2.329,-0.851
GEO,2024,9.429,-4.416,36.095,1.11,-2.295,-0.68
GEO,2025,5.977,-4.376,35.849,3.624,-2.564,-0.759
GEO,2026,5.0,-4.71,35.28,3.227,-2.349,-0.606
GHA,1995,4.233,-0.918,47.556,59.317,-4.521,-2.774
GHA,1996,4.765,-1.846,42.871,44.487,-5.613,-3.483
GHA,1997,5.797,-2.379,45.151,24.825,-6.142,-3.603
GHA,1998,5.01,-2.816,37.59,19.208,-5.271,-2.461
GHA,1999,4.529,-5.033,51.661,12.471,-5.644,-3.394
GHA,2000,3.596,-3.13,74.463,25.113,-3.98,-0.959
GHA,2001,3.828,-3.26,57.769,32.932,-3.637,-1.178
GHA,2002,4.617,-0.691,54.061,14.846,-2.726,-0.893
GHA,2003,5.112,0.541,49.299,26.626,-1.994,0.519
GHA,2004,5.404,-2.713,38.364,12.666,-2.024,-0.25
GHA,2005,6.23,-4.182,31.695,15.095,-1.874,-0.393
GHA,2006,5.817,-3.36,17.291,11.683,-3.108,-1.719
GHA,2007,4.074,-5.9,21.061,10.729,-4.915,-3.624
GHA,2008,9.003,-8.241,23.186,16.505,-5.557,-3.994
GHA,2009,5.681,-3.767,25.39,13.139,-5.046,-3.069
GHA,2010,7.778,-6.094,32.924,6.698,-7.128,-4.913
GHA,2011,13.955,-6.604,31.221,7.676,-5.465,-3.489
GHA,2012,8.422,-8.8,35.473,7.072,-8.357,-5.743
GHA,2013,7.241,-9.076,42.93,11.666,-9.117,-5.585
GHA,2014,2.856,-6.757,50.111,15.486,-7.812,-3.35
GHA,2015,2.121,-5.711,53.896,17.153,-4.007,0.938
GHA,2016,3.373,-5.06,55.942,17.455,-6.746,-1.496
GHA,2017,8.129,-3.316,56.984,12.372,-3.966,1.198
GHA,2018,6.2,-3.037,61.976,9.837,-6.791,-1.351
GHA,2019,6.508,-2.232,58.344,7.208,-7.519,-1.975
GHA,2020,0.514,-2.534,72.337,9.918,-17.443,-11.167
GHA,2021,5.076,-2.713,79.179,9.976,-12.032,-4.771
GHA,2022,3.818,-2.302,85.743,31.921,-11.76,-4.323
GHA,2023,3.128,-1.601,76.37,39.21,-3.366,-0.319
GHA,2024,5.685,1.596,70.508,22.875,-7.679,-3.711
GHA,2025,4.026,1.644,66.437,17.171,-2.763,1.477
GHA,2026,4.793,1.333,62.652,9.383,-1.979,1.5
GIN,1995,4.68,-5.297,66.534,5.554,-1.071,-0.04
GIN,1996,4.462,-6.216,67.677,2.986,-2.201,-1.227
GIN,1997,5.182,-4.61,67.868,1.937,0.066,1.248
GIN,1998,3.644,-6.395,75.938,5.103,2.461,3.497
GIN,1999,3.812,-5.326,92.251,4.554,-1.299,-0.179
GIN,2000,2.503,-3.045,91.492,6.766,-2.421,-1.148
GIN,2001,3.658,0.326,90.436,5.377,-3.23,-2.023
GIN,2002,5.165,-0.008,82.61,2.96,-3.373,-2.049
GIN,2003,1.249,-0.049,81.572,11.036,-4.655,-3.039
GIN,2004,2.34,-1.83,86.866,17.463,-3.846,-1.846
GIN,2005,2.997,-0.83,97.915,31.358,-1.055,0.949
GIN,2006,2.497,-3.125,95.222,34.702,-2.129,0.34
GIN,2007,6.512,-7.298,60.8,22.861,1.281,2.847
GIN,2008,4.142,-6.582,58.463,18.367,0.385,2.102
GIN,2009,-1.538,-5.64,61.332,4.682,-4.868,-3.44
GIN,2010,4.219,-6.397,71.141,15.466,-9.661,-8.267
GIN,2011,5.614,-16.344,53.85,21.351,-0.921,0.548
GIN,2012,5.913,-19.704,26.867,15.227,23.717,25.023
GIN,2013,3.946,-12.513,33.967,11.887,-3.857,-3.005
GIN,2014,3.697,-14.393,35.158,9.712,-3.014,-2.046
GIN,2015,3.826,-12.543,44.389,8.151,-6.531,-5.707
GIN,2016,10.821,-30.656,43.009,8.174,-0.084,1.012
GIN,2017,10.3,-6.745,41.884,8.914,-1.985,-1.074
GIN,2018,6.358,-18.497,39.267,9.826,-0.974,-0.151
GIN,2019,5.617,-15.505,38.576,9.471,-0.169,0.298
GIN,2020,4.704,-16.236,47.929,10.602,-3.0,-2.329
GIN,2021,5.583,4.139,42.88,12.597,-1.635,-1.146
GIN,2022,3.972,-4.883,40.591,10.499,-0.431,0.037
GIN,2023,6.242,-8.208,37.343,7.831,-1.761,-1.31
GIN,2024,6.073,-19.126,47.841,8.112,-3.088,-1.965
GIN,2025,7.086,-15.956,39.597,3.5,-2.772,-1.488
GIN,2026,10.609,-5.019,35.098,3.0,-2.716,-1.527
GMB,1995,3.32,-1.742,,6.981,,
GMB,1996,2.906,-5.548,,1.099,,
GMB,1997,1.417,-0.493,,2.781,,
GMB,1998,6.5,-0.999,,1.114,,
GMB,1999,6.399,-1.18,,3.807,,
GMB,2000,5.525,-3.435,73.25,0.851,-0.091,1.824
GMB,2001,5.753,-3.297,75.23,4.492,-2.523,-0.655
GMB,2002,-3.247,-3.683,93.875,8.61,0.059,2.157
GMB,2003,6.874,-4.626,91.694,17.032,-1.732,0.794
GMB,2004,7.046,-2.72,81.303,14.287,-1.766,1.239
GMB,2005,-2.352,-6.283,82.596,4.959,-3.332,0.518
GMB,2006,-0.556,-4.296,87.344,2.056,-3.194,-0.079
GMB,2007,3.043,-5.18,38.023,5.37,0.275,2.835
GMB,2008,6.256,-7.563,39.528,4.451,-0.454,0.957
GMB,2009,6.666,-7.783,38.868,4.554,-1.648,0.271
GMB,2010,5.908,-10.049,42.949,5.049,-2.928,-1.156
GMB,2011,-8.13,-7.437,49.241,4.796,-3.028,-0.699
GMB,2012,5.242,-4.478,49.492,4.645,-2.848,-0.177
GMB,2013,2.873,-6.738,58.244,5.241,-5.106,-2.465
GMB,2014,-1.407,-7.339,71.086,6.262,-3.937,-0.244
GMB,2015,4.058,-9.888,69.369,6.808,-5.375,-0.599
GMB,2016,1.943,-9.221,79.338,7.225,-6.224,-1.159
GMB,2017,4.823,-7.374,86.979,8.049,-4.349,-0.03
GMB,2018,7.235,-9.491,83.596,6.521,-3.923,-0.844
GMB,2019,6.222,-6.149,82.967,7.116,-2.746,0.385
GMB,2020,0.591,-5.783,85.888,5.931,-2.369,0.81
GMB,2021,5.256,-4.176,83.113,7.37,-4.766,-1.752
GMB,2022,5.493,-4.226,83.863,11.513,-5.006,-2.846
GMB,2023,4.798,-5.396,75.747,16.966,-3.519,-1.458
GMB,2024,5.816,-5.61,72.946,11.564,-3.894,-0.986
GMB,2025,5.913,-4.903,67.475,9.288,-1.35,1.633
GMB,2026,5.028,-3.159,63.104,6.7,-0.369,2.239
GNB,1995,4.016,-4.523,,45.133,2.45,4.229
GNB,1996,3.747,-6.004,,50.933,3.478,5.411
GNB,1997,5.994,-4.676,94.333,49.065,-2.556,-0.445
GNB,1998,-22.446,-3.556,109.103,8.071,-5.954,-3.574
GNB,1999,16.815,-2.192,109.897,-2.092,-4.065,-1.598
GNB,2000,1.1,2.725,217.139,8.61,-2.801,0.365
GNB,2001,4.786,-3.875,204.442,3.252,-1.826,2.22
GNB,2002,3.654,-3.28,197.471,3.302,-3.704,-1.588
GNB,2003,-0.286,-2.523,183.384,-3.474,-5.628,-3.495
GNB,2004,1.172,-1.574,201.959,0.821,-5.92,-3.273
GNB,2005,6.56,-1.635,203.651,3.358,-4.96,-3.054
GNB,2006,2.667,-6.22,190.407,1.953,-4.574,-3.653
GNB,2007,2.56,-4.072,163.97,4.627,-8.774,-7.07
GNB,2008,4.525,-3.024,148.815,10.445,-0.735,0.987
GNB,2009,2.448,-5.393,148.258,-1.637,2.679,3.839
GNB,2010,5.605,-7.529,61.726,1.071,-0.225,-0.079
GNB,2011,8.085,-1.208,45.619,5.055,-1.354,-1.236
GNB,2012,-1.713,-7.925,47.388,2.061,-2.123,-2.098
GNB,2013,3.256,-4.345,49.645,0.779,-1.673,-1.604
GNB,2014,0.965,0.494,60.115,-1.032,-2.436,-1.956
GNB,2015,6.134,1.824,56.347,1.481,-3.161,-2.486
GNB,2016,5.307,1.358,59.095,2.707,-5.341,-4.654
GNB,2017,4.789,0.263,51.783,-0.186,-1.321,-0.845
GNB,2018,3.761,-3.484,59.068,0.381,-4.764,-4.138
GNB,2019,4.5,-8.544,65.129,0.286,-3.861,-2.801
GNB,2020,1.5,-2.558,77.592,1.463,-9.638,-8.125
GNB,2021,6.2,-0.819,78.797,3.274,-5.882,-4.276
GNB,2022,4.6,-8.628,80.69,7.917,-6.056,-4.698
GNB,2023,5.2,-8.593,79.39,7.164,-8.152,-5.526
GNB,2024,4.7,-8.677,82.286,3.704,-7.262,-3.932
GNB,2025,5.1,-5.512,79.393,2.0,-3.149,-0.183
