iso3,anio,PIB_crec_weo,cta_corriente_weo,deuda_bruta_weo,infl_ipc_weo,resultado_fiscal_weo,resultado_primario_weo
SVK,2015,5.177,-2.063,51.524,-0.331,-2.657,-1.173
SVK,2016,1.948,-1.454,52.047,-0.472,-2.563,-1.154
SVK,2017,2.875,-1.735,51.286,1.393,-0.976,0.233
SVK,2018,4.062,-1.633,49.188,2.531,-1.006,0.143
SVK,2019,2.276,-3.527,47.918,2.771,-1.206,-0.146
SVK,2020,-2.586,-0.466,58.305,2.013,-5.3,-4.301
SVK,2021,5.727,-4.831,60.061,2.825,-5.095,-4.215
SVK,2022,0.45,-9.618,57.571,12.127,-1.628,-0.853
SVK,2023,1.378,-1.685,55.997,10.963,-5.155,-4.543
SVK,2024,2.026,-2.776,58.017,3.154,-5.835,-4.923
SVK,2025,1.252,-1.906,60.104,3.663,-5.242,-4.105
SVK,2026,1.706,-1.547,64.26,2.852,-5.327,-4.037
SVN,1995,4.1,-0.453,18.228,13.572,-8.193,-6.586
SVN,1996,2.914,0.068,21.598,9.919,-1.155,0.509
SVN,1997,5.172,0.109,22.097,8.342,-2.368,-0.409
SVN,1998,3.064,-0.664,22.821,7.948,-2.394,-0.632
SVN,1999,5.268,-3.245,23.817,6.121,-3.043,-1.173
SVN,2000,3.498,-2.784,26.085,8.935,-3.772,-1.974
SVN,2001,2.829,0.04,26.324,8.38,-4.58,-2.763
SVN,2002,3.283,0.885,27.682,7.481,-2.474,-0.702
SVN,2003,3.195,-0.817,27.028,5.544,-2.664,-1.188
SVN,2004,4.546,-2.712,27.1,3.593,-1.981,-0.547
SVN,2005,3.854,-1.813,26.589,2.452,-1.379,-0.053
SVN,2006,5.909,-1.846,26.208,2.458,-1.258,-0.074
SVN,2007,7.139,-4.154,22.943,3.657,-0.077,0.965
SVN,2008,3.372,-5.345,21.894,5.647,-1.441,-0.739
SVN,2009,-7.59,-1.032,34.941,0.839,-5.872,-4.968
SVN,2010,1.112,-0.697,38.607,1.801,-5.556,-4.451
SVN,2011,0.655,-0.772,46.815,1.803,-6.686,-5.264
SVN,2012,-2.916,1.41,54.074,2.597,-4.197,-2.741
SVN,2013,-0.824,3.527,70.836,1.769,-11.227,-9.201
SVN,2014,2.763,5.327,81.133,0.199,-4.526,-1.682
SVN,2015,2.393,4.116,83.418,-0.526,-2.837,0.047
SVN,2016,3.035,5.284,79.43,-0.055,-1.999,0.675
SVN,2017,5.174,6.793,74.89,1.429,0.054,2.248
SVN,2018,4.379,6.51,71.007,1.739,0.896,2.706
SVN,2019,3.505,6.449,66.02,1.631,0.681,2.1
SVN,2020,-4.085,7.673,80.17,-0.055,-7.677,-6.29
SVN,2021,8.39,3.75,74.832,1.917,-4.611,-3.5
SVN,2022,2.699,-1.119,72.739,8.834,-3.014,-2.097
SVN,2023,2.113,4.47,68.394,7.447,-2.567,-1.926
SVN,2024,1.591,4.448,67.039,1.966,-0.892,-0.274
SVN,2025,1.8,3.63,67.987,2.592,-2.462,-1.339
SVN,2026,2.4,3.322,66.682,2.301,-2.368,-1.103
SWE,1995,4.094,3.123,68.693,2.465,-7.009,-4.627
SWE,1996,1.705,3.259,68.934,1.02,-3.107,-0.379
SWE,1997,3.065,3.794,67.701,1.818,-1.57,1.429
SWE,1998,4.246,3.501,65.4,1.008,0.822,3.402
SWE,1999,4.201,3.816,60.279,0.57,0.598,3.072
SWE,2000,4.631,3.815,50.438,1.295,3.108,5.194
SWE,2001,1.361,4.599,51.986,2.681,1.374,3.072
SWE,2002,2.278,4.352,49.84,1.936,-1.456,0.505
SWE,2003,1.881,5.801,49.445,2.318,-1.245,-0.017
SWE,2004,4.18,5.934,48.666,1.019,0.166,1.246
SWE,2005,2.793,5.951,48.897,0.835,2.082,3.078
SWE,2006,4.676,8.08,43.84,1.5,2.195,3.134
SWE,2007,3.225,8.07,39.199,1.679,3.368,4.055
SWE,2008,-0.923,7.754,37.952,3.347,1.873,2.388
SWE,2009,-4.256,5.926,41.192,1.938,-0.889,-0.427
SWE,2010,5.751,5.876,38.593,1.9,-0.144,0.217
SWE,2011,3.164,5.466,37.67,1.36,-0.407,0.065
SWE,2012,-0.414,5.496,37.992,0.937,-1.191,-0.931
SWE,2013,1.138,4.334,40.777,0.442,-1.63,-1.395
SWE,2014,2.296,3.287,45.686,0.209,-1.841,-1.704
SWE,2015,4.41,2.599,44.456,0.703,-0.272,-0.14
SWE,2016,2.35,1.876,42.786,1.14,0.86,0.921
SWE,2017,1.825,2.064,41.558,1.867,1.287,1.322
SWE,2018,1.903,2.224,39.81,2.035,0.671,0.71
SWE,2019,2.55,5.324,35.694,1.722,0.439,0.431
SWE,2020,-2.005,5.839,40.139,0.661,-3.175,-3.214
SWE,2021,5.938,6.688,36.685,2.652,-0.147,-0.153
SWE,2022,1.459,4.701,33.629,8.057,0.994,1.183
SWE,2023,-0.114,6.973,31.461,5.909,-0.841,-0.505
SWE,2024,0.974,7.431,32.642,2.004,-1.718,-1.424
SWE,2025,1.858,6.761,33.727,2.112,-1.447,-1.293
SWE,2026,2.168,6.02,33.859,2.0,-0.749,-0.629
SWZ,1995,4.826,-1.538,12.142,12.289,0.844,1.276
SWZ,1996,3.842,-2.842,11.198,6.425,-0.937,-0.446
SWZ,1997,3.103,-0.14,12.288,7.945,1.995,2.457
SWZ,1998,2.604,-5.192,15.152,7.51,1.019,1.521
SWZ,1999,2.951,-1.868,16.21,5.862,-1.197,-0.515
SWZ,2000,1.76,-2.639,17.712,9.911,-1.158,-0.648
SWZ,2001,1.055,0.584,21.037,7.489,-2.172,-1.429
SWZ,2002,4.38,2.319,16.714,11.869,-3.583,-2.502
SWZ,2003,3.88,4.068,17.154,7.276,-2.046,-1.02
SWZ,2004,3.624,2.574,14.557,3.47,-3.856,-2.946
SWZ,2005,5.999,-3.23,13.162,4.895,-1.613,-0.639
SWZ,2006,5.992,-5.974,14.245,5.195,8.418,9.096
SWZ,2007,4.435,-1.889,15.675,8.076,2.3,2.989
SWZ,2008,0.822,-7.02,14.188,12.657,1.536,2.435
SWZ,2009,1.565,-11.572,10.303,7.448,-2.915,-2.242
SWZ,2010,3.794,-8.748,13.829,4.509,-9.066,-8.451
SWZ,2011,2.247,-5.84,14.168,6.107,-3.763,-3.034
SWZ,2012,5.397,5.026,14.382,8.94,3.295,4.145
SWZ,2013,3.861,10.84,14.707,5.621,0.557,1.318
SWZ,2014,0.923,11.569,13.594,5.681,-1.126,-0.32
SWZ,2015,2.227,12.967,15.436,4.951,-6.017,-5.337
SWZ,2016,1.063,7.873,19.816,7.847,-8.992,-8.115
SWZ,2017,2.027,6.245,21.894,6.221,-6.837,-5.674
SWZ,2018,2.38,1.344,26.55,4.815,-9.536,-8.223
SWZ,2019,2.692,3.89,31.408,2.598,-6.687,-4.625
SWZ,2020,-1.56,7.064,38.653,3.872,-4.514,-2.362
SWZ,2021,10.683,2.62,37.008,3.719,-4.487,-2.67
SWZ,2022,0.476,-2.701,40.697,4.802,-4.571,-2.419
SWZ,2023,5.034,2.245,37.343,4.949,0.922,3.567
SWZ,2024,3.653,1.588,36.422,4.034,-1.902,1.127
SWZ,2025,5.124,-2.435,37.815,5.208,-5.381,-2.527
SWZ,2026,4.931,-2.905,39.018,4.819,-4.503,-1.561
SYC,1995,0.485,0.279,133.522,0.505,-2.58,7.119
SYC,1996,9.998,-10.42,146.661,-2.059,-9.692,0.371
SYC,1997,12.194,-11.741,143.013,1.804,-5.906,3.854
SYC,1998,2.467,-17.469,161.24,2.7,-16.67,-6.546
SYC,1999,1.872,-18.743,159.787,6.3,-10.264,-1.14
SYC,2000,4.253,-6.981,177.837,6.3,-14.74,-7.286
SYC,2001,-2.271,-24.597,199.787,6.0,-8.927,-1.642
SYC,2002,1.213,-14.519,195.86,0.2,-16.26,-8.643
SYC,2003,-5.887,-1.327,176.975,3.3,3.396,10.298
SYC,2004,-2.85,-7.187,163.226,3.9,0.437,6.894
SYC,2005,9.006,-18.939,144.064,0.858,0.422,6.83
SYC,2006,9.406,-13.161,135.071,-2.042,-2.538,2.792
SYC,2007,10.418,-10.773,143.997,4.289,-9.929,-3.362
SYC,2008,-2.096,-18.483,192.102,34.296,7.882,14.743
SYC,2009,-1.095,-14.837,106.125,35.986,4.839,13.509
SYC,2010,6.321,-19.38,82.224,-2.651,0.521,6.503
SYC,2011,5.684,-22.959,82.508,2.29,3.36,6.368
SYC,2012,3.82,-21.138,80.069,7.234,2.934,6.639
SYC,2013,6.403,-11.945,68.199,4.424,0.329,5.259
SYC,2014,4.717,-22.368,70.392,1.465,2.874,5.161
SYC,2015,8.913,-17.888,64.673,4.122,1.389,4.345
SYC,2016,12.118,-2.867,62.844,-1.087,0.018,3.404
SYC,2017,6.957,3.894,56.653,2.799,-1.671,1.069
SYC,2018,4.937,-2.352,51.258,3.731,-0.802,1.954
SYC,2019,5.513,-2.847,48.854,1.818,0.423,2.493
SYC,2020,-11.741,-12.521,77.371,0.968,-15.746,-13.187
SYC,2021,0.554,-10.259,71.248,9.95,-5.755,-2.909
SYC,2022,12.711,-7.089,60.008,2.634,-0.758,1.267
SYC,2023,2.259,-7.155,55.293,-0.882,-1.145,1.638
SYC,2024,3.0,-7.522,57.804,0.184,-1.469,1.54
SYC,2025,3.526,-8.858,59.32,1.726,-1.195,1.662
SYC,2026,3.496,-8.876,57.584,2.509,-0.934,1.858
SYR,1995,5.423,1.253,152.642,7.722,-3.808,-3.155
SYR,1996,2.966,-0.233,141.479,8.872,-2.826,-2.428
SYR,1997,-1.09,2.483,147.623,1.889,-1.781,-1.162
SYR,1998,5.554,0.802,151.225,-0.953,-2.812,-2.257
SYR,1999,-3.121,1.805,147.698,-3.7,-1.474,-0.813
SYR,2000,2.295,5.217,152.094,-3.9,-1.361,-0.736
SYR,2001,3.68,3.958,144.49,3.401,2.305,2.93
SYR,2002,5.897,4.922,132.427,-0.518,-2.023,-1.416
SYR,2003,-2.037,-7.664,133.37,5.797,-2.704,-2.005
SYR,2004,6.903,-3.099,113.047,4.433,-4.182,-3.314
SYR,2005,6.215,-2.245,50.71,7.24,-4.408,-3.253
SYR,2006,5.046,1.419,44.977,10.39,-1.12,-0.084
SYR,2007,5.675,-0.234,42.672,4.677,-2.987,-2.195
SYR,2008,4.477,-1.28,37.319,15.153,-2.864,-2.248
SYR,2009,5.912,-2.937,31.212,2.804,-2.892,-2.249
SYR,2010,3.44,-2.843,30.024,4.398,-7.79,-7.255
TCD,1995,-0.775,-8.027,,5.364,-3.124,-2.441
TCD,1996,2.115,-8.327,,11.331,-2.861,-2.75
TCD,1997,5.653,-8.579,,5.572,-2.579,-1.938
TCD,1998,6.952,-6.004,,4.259,-1.73,-1.176
TCD,1999,-0.683,-7.511,44.684,-8.447,-4.069,-3.447
TCD,2000,-0.88,-10.479,52.407,3.823,-4.681,-3.97
TCD,2001,11.658,-22.94,43.514,12.431,-3.535,-3.035
TCD,2002,8.491,-64.833,41.959,5.192,-4.079,-3.494
TCD,2003,14.722,-33.761,34.424,-1.753,-4.315,-3.908
TCD,2004,33.629,-11.676,25.157,-4.803,-1.84,-1.543
TCD,2005,8.307,-5.507,21.958,4.449,-0.053,0.175
TCD,2006,-0.518,-3.163,20.078,9.64,1.703,1.991
TCD,2007,4.356,6.347,17.643,-7.44,2.018,2.222
TCD,2008,3.108,3.226,15.663,8.333,2.817,2.941
TCD,2009,-1.338,-3.944,23.867,10.103,-8.444,-8.103
TCD,2010,13.794,-2.853,22.856,-2.11,-3.158,-2.737
TCD,2011,4.554,-0.156,22.323,2.029,1.746,2.191
TCD,2012,9.053,-1.97,19.94,7.517,0.328,0.634
TCD,2013,2.807,-3.748,22.279,0.223,-1.502,-1.117
TCD,2014,2.063,-2.332,29.503,-5.498,-3.227,-2.775
TCD,2015,3.311,-4.743,31.312,4.833,-3.294,-2.027
TCD,2016,-4.13,-4.614,40.274,-1.613,-1.517,0.046
TCD,2017,-1.628,-5.994,38.925,-0.912,-0.175,1.016
TCD,2018,5.741,-4.242,33.424,4.027,1.372,2.177
TCD,2019,5.389,-3.561,38.184,-0.971,-0.11,0.603
TCD,2020,-0.409,-3.017,41.072,4.474,1.224,1.914
TCD,2021,0.294,-1.973,41.563,-0.795,-1.3,-0.566
TCD,2022,4.11,4.876,32.228,5.832,3.826,4.876
TCD,2023,4.028,-0.744,32.603,4.11,-1.278,-0.152
TCD,2024,1.515,-1.328,33.8,5.706,-1.961,-0.683
TCD,2025,1.72,-3.384,33.884,3.908,-0.54,0.97
TCD,2026,3.173,-2.788,33.782,3.504,-1.793,-0.659
TGO,1995,19.691,-5.444,,15.797,-2.969,-1.217
TGO,1996,-3.871,-6.286,,4.596,-3.259,-1.623
TGO,1997,3.803,-4.688,,5.307,-0.983,0.411
TGO,1998,-2.263,-5.935,,0.975,-3.251,-1.844
TGO,1999,2.54,-5.372,,-0.053,-1.756,-0.317
TGO,2000,-0.97,-6.956,,1.567,-3.446,-2.068
TGO,2001,0.82,-8.465,,5.074,-0.716,0.509
TGO,2002,3.83,-6.091,,2.73,-0.28,0.829
TGO,2003,6.72,-5.686,,-0.932,1.435,2.514
TGO,2004,-0.98,-6.799,,0.677,0.61,1.725
TGO,2005,-4.67,-6.628,63.083,5.295,-1.666,-0.952
TGO,2006,2.65,-5.562,67.744,1.082,-1.945,-1.313
TGO,2007,1.249,-5.746,70.504,0.433,-1.833,-0.406
TGO,2008,4.036,-4.867,67.309,7.69,-0.591,-0.059
TGO,2009,5.454,-3.757,57.649,4.067,-2.626,-2.002
TGO,2010,5.854,-3.617,33.454,0.212,-1.662,-1.021
TGO,2011,5.823,-4.903,33.809,3.558,-4.475,-2.333
TGO,2012,6.303,-4.713,34.342,2.639,-4.635,-3.962
TGO,2013,5.824,-8.716,41.071,1.763,-5.083,-4.178
TGO,2014,5.633,-6.558,44.93,0.187,-7.115,-5.861
TGO,2015,5.468,-7.469,52.382,1.79,-7.036,-5.053
TGO,2016,5.734,-7.192,59.909,0.857,-7.025,-5.276
TGO,2017,4.008,-1.513,57.106,-0.215,-0.208,1.102
TGO,2018,4.795,-2.63,58.024,0.928,-0.591,1.211
TGO,2019,4.923,-0.793,54.933,0.687,1.666,3.762
TGO,2020,1.976,-0.281,62.211,1.831,-7.047,-4.694
TGO,2021,5.991,-2.241,64.863,4.548,-4.653,-2.494
TGO,2022,5.811,-3.486,67.408,7.616,-8.335,-5.872
TGO,2023,5.6,-2.885,67.96,5.3,-6.728,-3.95
TGO,2024,5.3,-2.932,70.619,3.3,-4.876,-2.164
TGO,2025,5.3,-3.056,69.5,2.3,-2.971,-0.45
TGO,2026,5.5,-3.031,67.675,1.953,-2.978,-0.6
THA,1995,8.12,-8.023,,5.796,3.054,
THA,1996,5.652,-8.027,15.193,5.825,2.749,
THA,1997,-2.754,-2.012,40.455,5.628,-1.681,
THA,1998,-7.634,12.529,49.881,7.96,-6.292,
THA,1999,4.572,9.811,56.585,0.239,-9.017,
THA,2000,4.455,7.368,57.826,1.697,-1.792,-0.591
THA,2001,3.444,4.24,57.469,1.612,-1.768,-0.519
THA,2002,6.149,3.466,54.902,0.659,-6.722,-5.383
THA,2003,7.189,3.134,47.501,1.818,1.978,3.074
THA,2004,6.289,1.596,46.266,2.809,1.106,2.365
THA,2005,4.188,-4.036,45.462,4.467,2.173,3.391
THA,2006,4.968,1.044,39.177,4.714,1.867,3.233
THA,2007,5.435,5.927,35.985,2.163,0.22,1.275
THA,2008,1.726,0.319,34.947,5.486,0.801,1.912
THA,2009,-0.691,7.877,42.364,-0.869,-2.214,-1.181
THA,2010,7.513,3.367,39.831,3.3,-1.07,0.032
THA,2011,0.84,2.542,39.116,3.811,0.094,1.285
THA,2012,7.243,-1.232,41.93,3.009,-0.86,0.349
THA,2013,2.687,-2.102,42.19,2.186,0.596,1.715
THA,2014,0.984,2.858,43.334,1.895,-0.7,0.424
THA,2015,3.134,6.916,42.559,-0.898,0.187,1.202
THA,2016,3.435,10.508,41.745,0.186,0.413,1.265
THA,2017,4.178,9.631,41.777,0.664,-0.417,0.525
THA,2018,4.223,5.62,41.941,1.067,0.203,1.224
THA,2019,2.115,7.033,41.063,0.706,0.427,1.443
THA,2020,-6.05,4.183,49.42,-0.846,-4.469,-3.501
THA,2021,1.543,-2.118,58.35,1.231,-6.744,-5.482
THA,2022,2.627,-3.463,60.547,6.076,-4.609,-3.289
THA,2023,2.006,1.437,62.321,1.229,-1.976,-0.812
THA,2024,2.53,2.107,63.201,0.398,-1.294,-0.094
THA,2025,1.8,1.179,64.513,0.693,-3.068,-1.763
THA,2026,1.6,1.241,66.002,0.884,-2.889,-1.552
TJK,1995,-12.498,-17.886,,612.481,,
TJK,1996,-4.368,-7.835,,418.472,,
TJK,1997,1.7,-4.011,,87.956,,
TJK,1998,5.3,-7.316,96.567,43.175,-5.088,-4.375
TJK,1999,3.699,-0.907,107.807,27.452,-4.03,-3.44
TJK,2000,8.3,-1.62,111.429,32.851,-4.514,-3.189
TJK,2001,10.2,-4.949,99.449,38.592,-2.115,-0.589
TJK,2002,9.1,-1.249,98.297,12.227,-2.4,-0.517
TJK,2003,10.2,-0.306,69.76,16.356,-1.745,-0.505
TJK,2004,10.6,-2.751,49.412,7.206,-2.317,-1.617
TJK,2005,6.7,-12.819,45.843,7.277,-2.827,-2.327
TJK,2006,7.0,-13.247,36.807,9.969,2.002,2.496
TJK,2007,7.8,-32.159,34.269,13.168,2.131,2.592
TJK,2008,7.9,-20.62,30.229,20.429,1.942,2.251
TJK,2009,3.9,-14.415,36.94,6.419,-0.201,0.301
TJK,2010,6.5,-10.3,36.838,6.463,-2.707,-2.216
TJK,2011,7.4,-6.337,35.512,12.422,0.604,1.122
TJK,2012,7.5,-8.975,32.462,5.796,0.407,0.967
TJK,2013,7.4,-10.402,29.292,5.035,-0.735,0.245
TJK,2014,6.7,-3.424,27.892,6.077,0.922,1.485
TJK,2015,6.0,-6.072,35.019,5.781,-1.963,-1.456
TJK,2016,6.9,-4.158,42.179,5.914,-2.911,-2.224
TJK,2017,7.1,2.11,46.3,7.31,-5.647,-5.211
TJK,2018,7.6,-4.891,46.585,3.843,-2.69,-1.609
TJK,2019,7.4,-2.232,43.495,7.79,-2.043,-1.205
TJK,2020,4.39,4.349,51.762,8.58,-4.339,-3.416
TJK,2021,9.4,8.233,42.097,8.974,-0.666,0.199
TJK,2022,8.0,15.579,32.501,6.641,-0.233,0.48
TJK,2023,8.25,4.927,30.937,3.652,-1.267,-0.557
TJK,2024,8.357,4.692,29.543,3.505,-2.5,-1.796
TJK,2025,6.694,0.863,28.436,4.336,-2.502,-1.84
TJK,2026,4.96,-2.083,28.167,5.5,-2.501,-1.832
TKM,1995,-7.2,0.0,,1005.261,,
TKM,1996,-6.7,0.044,,992.389,,
TKM,1997,-11.3,-12.648,84.865,83.722,-0.111,
TKM,1998,6.7,-19.099,107.915,16.771,0.627,
TKM,1999,16.499,-8.663,88.152,23.465,1.353,
TKM,2000,18.587,4.801,72.895,8.04,-0.302,
TKM,2001,20.391,0.967,45.068,11.632,0.422,
TKM,2002,15.768,3.918,31.963,8.753,0.101,
TKM,2003,17.095,1.557,22.367,5.587,2.173,
TKM,2004,14.692,0.338,15.092,5.885,0.804,
TKM,2005,13.04,2.979,9.012,10.708,0.471,
TKM,2006,10.967,9.161,5.587,8.157,3.072,
TKM,2007,11.057,9.094,4.047,6.259,2.285,
TKM,2008,14.747,9.678,4.706,14.539,5.85,
TKM,2009,6.133,-11.336,4.081,-2.672,4.106,
TKM,2010,16.026,-8.888,6.215,4.447,1.289,
TKM,2011,12.66,-0.746,10.019,5.277,2.4,
TKM,2012,7.209,-1.274,13.762,5.314,5.269,
TKM,2013,-1.754,-8.335,16.014,6.814,1.179,
TKM,2014,3.605,-7.311,12.304,6.009,0.687,
TKM,2015,2.159,-16.742,14.545,7.405,-0.556,
TKM,2016,-0.466,-22.621,18.52,3.594,-2.009,
TKM,2017,2.141,-13.553,19.98,8.041,-2.345,
TKM,2018,1.74,6.13,18.663,13.3,-0.178,
TKM,2019,-3.666,2.913,15.272,5.092,-0.341,
TKM,2020,-2.116,2.937,13.323,6.1,-0.137,
TKM,2021,-0.338,6.596,10.653,19.479,0.46,
TKM,2022,5.315,7.028,5.772,11.211,2.455,
TKM,2023,1.974,4.815,4.656,-1.588,0.75,
TKM,2024,2.264,3.134,4.621,4.798,0.318,
TKM,2025,2.255,1.996,4.504,7.038,0.175,
TKM,2026,2.345,0.644,4.366,8.0,-0.134,
TLS,2000,,-4.141,,,,
TLS,2001,16.348,-6.635,0.0,3.589,3.242,
TLS,2002,-6.701,-9.0,0.0,4.087,-7.639,-7.639
TLS,2003,-2.182,-8.99,0.0,8.017,-8.238,-8.238
TLS,2004,0.4,14.878,0.0,2.21,-7.479,-7.479
TLS,2005,2.988,56.7,0.0,1.612,-10.497,-10.497
TLS,2006,-4.119,119.782,0.0,5.232,41.032,41.032
TLS,2007,10.262,215.067,0.0,8.639,-29.932,-29.932
TLS,2008,11.391,314.906,0.0,7.427,-18.562,-18.562
TLS,2009,10.144,164.452,0.0,-0.209,-17.17,-17.17
TLS,2010,9.329,180.18,0.0,5.178,-19.793,-19.793
TLS,2011,5.956,212.852,0.0,13.174,-25.38,-25.38
TLS,2012,4.853,228.192,0.002,10.935,-38.689,-38.689
TLS,2013,3.068,171.382,0.456,9.451,-14.367,-14.367
TLS,2014,4.527,75.566,1.524,0.849,-37.522,-37.522
TLS,2015,2.48,12.804,2.95,0.646,-33.205,-33.205
TLS,2016,3.01,-33.191,4.705,-1.47,-55.749,-55.749
TLS,2017,-3.182,-17.89,6.705,0.523,-33.775,-33.702
TLS,2018,-0.467,-12.288,9.312,2.294,-26.905,-26.771
TLS,2019,2.667,21.875,9.506,0.892,-25.439,-25.271
TLS,2020,-8.492,23.811,10.091,0.488,-18.899,-18.82
TLS,2021,2.973,46.813,6.527,3.775,-20.149,-20.027
TLS,2022,3.953,12.718,7.899,7.005,-31.655,-31.381
TLS,2023,2.375,-8.526,12.446,8.42,-37.267,-36.878
TLS,2024,4.1,-26.293,13.229,2.063,-44.326,-43.972
TLS,2025,3.4,-21.222,13.852,0.382,-51.013,-50.657
TLS,2026,3.2,-23.61,13.639,1.666,-51.057,-50.702
TON,1995,7.93,-8.748,,-0.48,,
TON,1996,0.09,-4.893,,2.674,,
TON,1997,-0.636,-0.706,,0.568,,
TON,1998,2.306,-8.588,,2.868,,
TON,1999,2.296,-0.49,38.402,3.922,1.548,2.293
TON,2000,3.766,-4.957,43.562,4.932,1.349,1.884
TON,2001,1.46,-11.709,53.397,7.252,2.233,2.7
TON,2002,4.495,-7.758,60.662,9.988,2.589,3.167
TON,2003,0.056,-2.598,56.221,10.669,2.37,2.892
TON,2004,-1.885,-4.631,52.248,11.759,4.233,4.916
TON,2005,-0.416,-9.481,43.349,9.982,4.23,4.988
TON,2006,-2.194,-6.636,39.55,7.246,1.342,1.91
TON,2007,-2.5,-12.497,37.816,5.04,5.391,5.918
TON,2008,4.75,-6.189,34.005,9.616,2.139,2.776
TON,2009,-5.199,-18.147,39.727,5.481,6.85,7.648
TON,2010,0.803,-23.822,44.732,1.674,-1.217,-0.433
TON,2011,6.818,-20.249,51.853,6.02,-6.023,-5.173
TON,2012,2.377,-16.395,60.047,3.285,-1.737,-0.84
TON,2013,-1.122,-9.598,48.915,0.675,-1.301,-0.388
TON,2014,1.991,-6.255,47.356,2.286,6.38,7.274
TON,2015,1.114,-10.925,51.115,0.054,-2.748,-1.901
TON,2016,6.599,-7.48,49.382,-0.621,1.468,2.314
TON,2017,3.202,-7.132,44.718,7.201,3.579,4.395
TON,2018,0.688,-7.012,45.824,6.782,2.921,3.691
TON,2019,-0.208,-3.823,42.797,3.286,3.278,3.992
TON,2020,1.783,-5.739,42.552,0.423,5.246,5.963
TON,2021,0.363,-6.277,43.044,1.414,-0.869,-0.52
TON,2022,-2.31,-5.393,43.802,8.52,-0.687,-0.178
TON,2023,2.084,-5.925,43.948,10.176,6.14,6.808
TON,2024,2.073,-3.914,38.248,4.687,3.493,3.967
TON,2025,2.725,-6.947,44.128,3.57,-7.901,-7.449
TON,2026,2.341,-7.191,51.651,2.104,-9.492,-8.945
TTO,1995,3.81,5.42,51.099,5.272,0.169,4.738
TTO,1996,7.134,1.795,47.982,3.286,-0.46,3.915
TTO,1997,7.523,-10.513,46.531,3.662,0.114,4.279
TTO,1998,8.125,-10.468,43.402,5.603,-1.828,2.696
TTO,1999,8.025,0.442,43.372,3.414,-0.903,2.704
TTO,2000,6.901,6.562,40.587,3.524,0.175,4.842
TTO,2001,3.698,4.643,37.212,5.602,0.617,4.386
TTO,2002,7.152,0.835,37.232,4.142,-0.201,3.421
TTO,2003,13.878,8.59,31.807,3.781,1.901,5.504
TTO,2004,7.328,13.308,25.089,3.757,1.912,4.701
TTO,2005,5.895,24.004,20.66,6.878,2.465,4.936
TTO,2006,14.181,38.304,17.467,8.308,1.609,3.526
TTO,2007,4.255,23.551,16.881,7.875,3.243,5.052
TTO,2008,3.286,30.146,14.245,12.036,5.702,7.37
TTO,2009,-4.823,8.365,18.652,7.01,-4.883,-2.435
TTO,2010,3.461,18.526,17.404,10.537,0.136,2.387
TTO,2011,-0.192,18.257,27.301,5.091,-0.689,1.073
TTO,2012,4.63,14.243,22.061,9.28,-1.276,0.395
TTO,2013,3.345,19.507,21.925,5.189,-2.702,-1.177
TTO,2014,3.695,14.095,23.63,5.698,-4.336,-2.689
TTO,2015,-0.565,7.664,26.397,4.659,-7.373,-5.438
TTO,2016,-7.403,-3.286,34.699,3.069,-9.841,-7.529
TTO,2017,-4.819,5.909,40.071,1.884,-10.447,-7.687
TTO,2018,-0.986,6.806,41.471,1.019,-5.89,-2.948
TTO,2019,0.472,4.325,45.849,1.001,-3.707,-0.568
TTO,2020,-8.903,-6.462,60.302,0.599,-11.775,-8.321
TTO,2021,-0.912,10.875,60.536,2.061,-8.383,-5.268
TTO,2022,1.082,18.394,52.991,5.826,0.952,3.609
TTO,2023,1.427,13.326,59.321,4.629,-1.16,2.097
TTO,2024,1.427,6.983,64.502,0.477,-5.925,-2.249
TTO,2025,2.367,8.001,67.773,1.322,-3.424,0.345
TTO,2026,1.094,5.905,69.557,2.043,-4.292,-0.561
TUN,1995,2.671,-4.107,65.627,6.232,-4.527,-0.978
TUN,1996,6.855,-2.423,66.795,3.733,-5.179,-1.378
TUN,1997,5.725,-3.109,66.633,3.599,-3.704,-0.427
TUN,1998,4.963,-3.158,58.194,3.102,-2.838,0.148
TUN,1999,6.017,-2.179,61.925,2.768,-3.052,-0.111
TUN,2000,4.3,-4.717,62.859,2.77,-3.215,-0.341
TUN,2001,3.796,-5.292,52.155,1.945,-2.874,-0.217
TUN,2002,1.323,-3.923,51.625,2.714,-2.547,0.104
TUN,2003,4.702,-3.353,52.556,2.72,-2.644,-0.207
TUN,2004,6.236,-3.019,51.578,3.692,-2.1,0.327
TUN,2005,3.487,-1.721,49.977,1.962,-2.589,-0.171
TUN,2006,5.244,-2.547,45.715,4.143,-2.334,0.02
TUN,2007,6.71,-3.08,42.704,3.421,-2.466,-0.206
TUN,2008,4.238,-4.425,41.363,4.915,-0.619,1.351
TUN,2009,3.043,-3.44,40.299,3.541,-2.587,-0.67
TUN,2010,3.511,-5.342,38.803,4.361,-0.457,1.285
TUN,2011,-2.047,-8.04,43.336,3.24,-3.193,-1.436
TUN,2012,4.217,-8.688,49.04,4.612,-4.899,-3.183
TUN,2013,2.43,-9.175,45.628,5.316,-7.048,-5.263
TUN,2014,3.09,-9.327,50.733,4.626,-3.115,-1.339
TUN,2015,0.968,-9.144,52.401,4.437,-4.949,-3.117
TUN,2016,1.117,-9.708,58.908,3.629,-5.869,-3.784
