fecha,ipc,dinero,produccion,tasa_corta,tasa_larga,acciones,tipo_cambio
2023-09,,,,,,186.0687,96.6695242857143
2023-10,,,,,,190.3286,97.1077277272727
2023-11,,,,,,190.8398,90.38517181818179
2023-12,,,,,,182.8192,91.1979157142857
2024-01,,,,,,187.8208,89.45320608695651
2024-02,,,,,,191.4437,91.8064271428571
2024-03,,,,,,195.8776,91.8845247619048
2024-04,,,,,,204.0264,93.07619409090908
2024-05,,,,,,202.6733,90.92065391304352
2024-06,,,,,,190.0983,88.1094355
2024-07,,,,,,190.936,87.4836982608696
2024-08,,,,,,190.936,89.3753972727273
2024-09,,,,,,190.936,91.3675619047619
2024-10,,,,,,190.936,96.50326043478259
2024-11,,,,,,190.936,101.095238571429
2024-12,,,,,,190.936,103.529545454545
2025-01,,,,,,190.936,102.697826086957
2025-02,,,,,,190.936,92.315
2025-03,,,,,,190.936,85.87267952380952
2025-04,,,,,,190.936,83.42391818181822
2025-05,,,,,,190.936,80.6374995454545
2025-06,,,,,,190.936,78.8535719047619
2025-07,,,,,,190.936,78.9260891304348
2025-08,,,,,,190.936,80.1273804761905
2025-09,,,,,,190.936,82.93409136363638
2025-10,,,,,,190.936,80.8271752173913
2025-11,,,,,,190.936,80.20749999999998
2025-12,,,,,,190.936,78.5695656521739
2026-01,,,,,,190.936,77.9977290909091
2026-02,,,,,,190.936,76.870001
2026-03,,,,,,190.936,80.60795454545449
2026-04,,,,,,190.936,76.6818186363636
2026-05,,,,,,190.936,72.8702395238095
2026-06,,,,,,190.936,73.8715922727273
2026-07,,,,,,190.936,77.9293460869565
2026-08,,,,,,190.936,83.476189047619
