index,iso3,anio,variable,valor
4360,PER,2003,resultado_fiscal_weo,-1.622
4361,PER,2004,resultado_fiscal_weo,-1.033
4362,PER,2005,resultado_fiscal_weo,-0.436
4363,PER,2006,resultado_fiscal_weo,2.029
4364,PER,2007,resultado_fiscal_weo,3.348
4365,PER,2008,resultado_fiscal_weo,2.476
4366,PER,2009,resultado_fiscal_weo,-1.483
4367,PER,2010,resultado_fiscal_weo,-0.016
4368,PER,2011,resultado_fiscal_weo,2.043
4369,PER,2012,resultado_fiscal_weo,2.07
4370,PER,2013,resultado_fiscal_weo,0.754
4371,PER,2014,resultado_fiscal_weo,-0.189
4372,PER,2015,resultado_fiscal_weo,-2.036
4373,PER,2016,resultado_fiscal_weo,-2.146
4374,PER,2017,resultado_fiscal_weo,-2.827
4375,PER,2018,resultado_fiscal_weo,-1.964
4376,PER,2019,resultado_fiscal_weo,-1.388
4377,PER,2020,resultado_fiscal_weo,-8.301
4378,PER,2021,resultado_fiscal_weo,-2.53
4379,PER,2022,resultado_fiscal_weo,-1.404
4380,PER,2023,resultado_fiscal_weo,-2.823
4381,PER,2024,resultado_fiscal_weo,-3.599
4382,PER,2025,resultado_fiscal_weo,-2.537
4383,PER,2026,resultado_fiscal_weo,-2.311
4384,PHL,1995,resultado_fiscal_weo,-0.016
4385,PHL,1996,resultado_fiscal_weo,0.537
4386,PHL,1997,resultado_fiscal_weo,0.367
4387,PHL,1998,resultado_fiscal_weo,-1.309
4388,PHL,1999,resultado_fiscal_weo,-2.288
4389,PHL,2000,resultado_fiscal_weo,-3.274
4390,PHL,2001,resultado_fiscal_weo,-3.494
4391,PHL,2002,resultado_fiscal_weo,-3.707
4392,PHL,2003,resultado_fiscal_weo,-3.491
4393,PHL,2004,resultado_fiscal_weo,-2.807
4394,PHL,2005,resultado_fiscal_weo,-1.625
4395,PHL,2006,resultado_fiscal_weo,-0.046
4396,PHL,2007,resultado_fiscal_weo,-0.285
4397,PHL,2008,resultado_fiscal_weo,0.016
4398,PHL,2009,resultado_fiscal_weo,-2.569
4399,PHL,2010,resultado_fiscal_weo,-2.254
4400,PHL,2011,resultado_fiscal_weo,-0.377
4401,PHL,2012,resultado_fiscal_weo,-0.219
4402,PHL,2013,resultado_fiscal_weo,0.371
4403,PHL,2014,resultado_fiscal_weo,1.323
4404,PHL,2015,resultado_fiscal_weo,0.145
4405,PHL,2016,resultado_fiscal_weo,-0.744
4406,PHL,2017,resultado_fiscal_weo,-0.752
4407,PHL,2018,resultado_fiscal_weo,-1.484
4408,PHL,2019,resultado_fiscal_weo,-1.502
4409,PHL,2020,resultado_fiscal_weo,-5.544
4410,PHL,2021,resultado_fiscal_weo,-6.231
4411,PHL,2022,resultado_fiscal_weo,-5.476
4412,PHL,2023,resultado_fiscal_weo,-4.374
4413,PHL,2024,resultado_fiscal_weo,-4.001
4414,PHL,2025,resultado_fiscal_weo,-3.882
4415,PHL,2026,resultado_fiscal_weo,-2.907
4421,PLW,2000,resultado_fiscal_weo,-13.426
4422,PLW,2001,resultado_fiscal_weo,-16.684
4423,PLW,2002,resultado_fiscal_weo,-12.699
4424,PLW,2003,resultado_fiscal_weo,-3.167
4425,PLW,2004,resultado_fiscal_weo,-4.816
4426,PLW,2005,resultado_fiscal_weo,1.382
4427,PLW,2006,resultado_fiscal_weo,0.143
4428,PLW,2007,resultado_fiscal_weo,-2.078
4429,PLW,2008,resultado_fiscal_weo,-1.706
4430,PLW,2009,resultado_fiscal_weo,-2.136
4431,PLW,2010,resultado_fiscal_weo,-1.274
4432,PLW,2011,resultado_fiscal_weo,1.287
4433,PLW,2012,resultado_fiscal_weo,0.983
4434,PLW,2013,resultado_fiscal_weo,0.545
4435,PLW,2014,resultado_fiscal_weo,3.593
4436,PLW,2015,resultado_fiscal_weo,5.079
4437,PLW,2016,resultado_fiscal_weo,3.515
4438,PLW,2017,resultado_fiscal_weo,4.756
4439,PLW,2018,resultado_fiscal_weo,6.185
4440,PLW,2019,resultado_fiscal_weo,-0.36
4441,PLW,2020,resultado_fiscal_weo,-13.021
4442,PLW,2021,resultado_fiscal_weo,-9.94
4443,PLW,2022,resultado_fiscal_weo,-5.838
4444,PLW,2023,resultado_fiscal_weo,1.022
4445,PLW,2024,resultado_fiscal_weo,4.38
4446,PLW,2025,resultado_fiscal_weo,2.295
4447,PLW,2026,resultado_fiscal_weo,2.109
4448,PNG,1995,resultado_fiscal_weo,1.077
4449,PNG,1996,resultado_fiscal_weo,2.055
4450,PNG,1997,resultado_fiscal_weo,0.673
4451,PNG,1998,resultado_fiscal_weo,-0.165
4452,PNG,1999,resultado_fiscal_weo,-1.936
4453,PNG,2000,resultado_fiscal_weo,0.304
4454,PNG,2001,resultado_fiscal_weo,-1.329
4455,PNG,2002,resultado_fiscal_weo,-1.75
4456,PNG,2003,resultado_fiscal_weo,0.188
4457,PNG,2004,resultado_fiscal_weo,2.025
4458,PNG,2005,resultado_fiscal_weo,2.849
4459,PNG,2006,resultado_fiscal_weo,5.337
4460,PNG,2007,resultado_fiscal_weo,6.899
4461,PNG,2008,resultado_fiscal_weo,2.734
4462,PNG,2009,resultado_fiscal_weo,-5.483
4463,PNG,2010,resultado_fiscal_weo,3.062
4464,PNG,2011,resultado_fiscal_weo,2.215
4465,PNG,2012,resultado_fiscal_weo,-1.19
4466,PNG,2013,resultado_fiscal_weo,-6.87
4467,PNG,2014,resultado_fiscal_weo,-6.265
4468,PNG,2015,resultado_fiscal_weo,-4.55
4469,PNG,2016,resultado_fiscal_weo,-4.746
4470,PNG,2017,resultado_fiscal_weo,-2.475
4471,PNG,2018,resultado_fiscal_weo,-2.58
4472,PNG,2019,resultado_fiscal_weo,-4.976
4473,PNG,2020,resultado_fiscal_weo,-8.852
4474,PNG,2021,resultado_fiscal_weo,-6.843
4475,PNG,2022,resultado_fiscal_weo,-5.253
4476,PNG,2023,resultado_fiscal_weo,-4.343
4477,PNG,2024,resultado_fiscal_weo,-3.657
4478,PNG,2025,resultado_fiscal_weo,-2.611
4479,PNG,2026,resultado_fiscal_weo,-1.311
4480,POL,1995,resultado_fiscal_weo,-4.377
4481,POL,1996,resultado_fiscal_weo,-4.824
4482,POL,1997,resultado_fiscal_weo,-4.592
4483,POL,1998,resultado_fiscal_weo,-4.24
4484,POL,1999,resultado_fiscal_weo,-2.292
4485,POL,2000,resultado_fiscal_weo,-3.984
4486,POL,2001,resultado_fiscal_weo,-4.713
4487,POL,2002,resultado_fiscal_weo,-4.786
4488,POL,2003,resultado_fiscal_weo,-5.996
4489,POL,2004,resultado_fiscal_weo,-4.999
4490,POL,2005,resultado_fiscal_weo,-3.926
4491,POL,2006,resultado_fiscal_weo,-3.527
4492,POL,2007,resultado_fiscal_weo,-1.879
4493,POL,2008,resultado_fiscal_weo,-3.595
4494,POL,2009,resultado_fiscal_weo,-7.236
4495,POL,2010,resultado_fiscal_weo,-7.43
4496,POL,2011,resultado_fiscal_weo,-4.974
4497,POL,2012,resultado_fiscal_weo,-3.795
4498,POL,2013,resultado_fiscal_weo,-4.246
4499,POL,2014,resultado_fiscal_weo,-3.662
4500,POL,2015,resultado_fiscal_weo,-2.595
4501,POL,2016,resultado_fiscal_weo,-2.383
4502,POL,2017,resultado_fiscal_weo,-1.486
4503,POL,2018,resultado_fiscal_weo,-0.245
4504,POL,2019,resultado_fiscal_weo,-0.734
4505,POL,2020,resultado_fiscal_weo,-6.853
4506,POL,2021,resultado_fiscal_weo,-1.746
4507,POL,2022,resultado_fiscal_weo,-3.434
4508,POL,2023,resultado_fiscal_weo,-5.29
4509,POL,2024,resultado_fiscal_weo,-6.581
4510,POL,2025,resultado_fiscal_weo,-6.159
4511,POL,2026,resultado_fiscal_weo,-5.299
4531,PRI,2014,resultado_fiscal_weo,-3.073
4532,PRI,2015,resultado_fiscal_weo,-2.116
4533,PRI,2016,resultado_fiscal_weo,-1.844
4534,PRI,2017,resultado_fiscal_weo,-1.116
4535,PRI,2018,resultado_fiscal_weo,0.025
4536,PRI,2019,resultado_fiscal_weo,1.899
4537,PRI,2020,resultado_fiscal_weo,-0.551
4538,PRI,2021,resultado_fiscal_weo,-0.257
4539,PRI,2022,resultado_fiscal_weo,1.794
4540,PRI,2023,resultado_fiscal_weo,0.328
4541,PRI,2024,resultado_fiscal_weo,-0.53
4542,PRI,2025,resultado_fiscal_weo,-0.411
4543,PRI,2026,resultado_fiscal_weo,-0.381
4544,PRT,1995,resultado_fiscal_weo,-5.143
4545,PRT,1996,resultado_fiscal_weo,-4.632
4546,PRT,1997,resultado_fiscal_weo,-3.654
4547,PRT,1998,resultado_fiscal_weo,-4.304
4548,PRT,1999,resultado_fiscal_weo,-2.988
4549,PRT,2000,resultado_fiscal_weo,-3.398
4550,PRT,2001,resultado_fiscal_weo,-4.783
4551,PRT,2002,resultado_fiscal_weo,-3.782
4552,PRT,2003,resultado_fiscal_weo,-5.616
4553,PRT,2004,resultado_fiscal_weo,-5.969
4554,PRT,2005,resultado_fiscal_weo,-6.106
4555,PRT,2006,resultado_fiscal_weo,-4.087
4556,PRT,2007,resultado_fiscal_weo,-2.936
4557,PRT,2008,resultado_fiscal_weo,-3.699
4558,PRT,2009,resultado_fiscal_weo,-9.873
4559,PRT,2010,resultado_fiscal_weo,-11.383
4560,PRT,2011,resultado_fiscal_weo,-7.654
4561,PRT,2012,resultado_fiscal_weo,-6.171
4562,PRT,2013,resultado_fiscal_weo,-5.099
4563,PRT,2014,resultado_fiscal_weo,-7.303
4564,PRT,2015,resultado_fiscal_weo,-4.354
4565,PRT,2016,resultado_fiscal_weo,-1.936
4566,PRT,2017,resultado_fiscal_weo,-2.963
4567,PRT,2018,resultado_fiscal_weo,-0.349
4568,PRT,2019,resultado_fiscal_weo,0.083
4569,PRT,2020,resultado_fiscal_weo,-5.812
4570,PRT,2021,resultado_fiscal_weo,-2.871
4571,PRT,2022,resultado_fiscal_weo,-0.319
4572,PRT,2023,resultado_fiscal_weo,1.192
4573,PRT,2024,resultado_fiscal_weo,0.699
4574,PRT,2025,resultado_fiscal_weo,0.518
4575,PRT,2026,resultado_fiscal_weo,0.111
4576,PRY,1995,resultado_fiscal_weo,2.78
4577,PRY,1996,resultado_fiscal_weo,2.432
4578,PRY,1997,resultado_fiscal_weo,3.005
4579,PRY,1998,resultado_fiscal_weo,4.279
4580,PRY,1999,resultado_fiscal_weo,2.671
4581,PRY,2000,resultado_fiscal_weo,-0.547
4582,PRY,2001,resultado_fiscal_weo,0.074
4583,PRY,2002,resultado_fiscal_weo,-1.893
4584,PRY,2003,resultado_fiscal_weo,0.062
4585,PRY,2004,resultado_fiscal_weo,0.766
4586,PRY,2005,resultado_fiscal_weo,0.713
4587,PRY,2006,resultado_fiscal_weo,1.425
4588,PRY,2007,resultado_fiscal_weo,1.142
4589,PRY,2008,resultado_fiscal_weo,1.791
4590,PRY,2009,resultado_fiscal_weo,-0.826
4591,PRY,2010,resultado_fiscal_weo,0.068
4592,PRY,2011,resultado_fiscal_weo,0.977
4593,PRY,2012,resultado_fiscal_weo,-1.581
4594,PRY,2013,resultado_fiscal_weo,-1.322
4595,PRY,2014,resultado_fiscal_weo,-0.271
4596,PRY,2015,resultado_fiscal_weo,-0.437
4597,PRY,2016,resultado_fiscal_weo,-0.374
4598,PRY,2017,resultado_fiscal_weo,-0.439
4599,PRY,2018,resultado_fiscal_weo,-1.014
4600,PRY,2019,resultado_fiscal_weo,-2.497
4601,PRY,2020,resultado_fiscal_weo,-5.719
4602,PRY,2021,resultado_fiscal_weo,-3.392
4603,PRY,2022,resultado_fiscal_weo,-2.638
4604,PRY,2023,resultado_fiscal_weo,-3.809
4605,PRY,2024,resultado_fiscal_weo,-2.141
4606,PRY,2025,resultado_fiscal_weo,-1.624
4607,PRY,2026,resultado_fiscal_weo,-1.34
4608,QAT,1995,resultado_fiscal_weo,-5.779
4609,QAT,1996,resultado_fiscal_weo,-8.728
4610,QAT,1997,resultado_fiscal_weo,-9.404
4611,QAT,1998,resultado_fiscal_weo,-7.001
4612,QAT,1999,resultado_fiscal_weo,-4.353
4613,QAT,2000,resultado_fiscal_weo,4.622
4614,QAT,2001,resultado_fiscal_weo,4.481
4615,QAT,2002,resultado_fiscal_weo,7.891
4616,QAT,2003,resultado_fiscal_weo,6.711
4617,QAT,2004,resultado_fiscal_weo,17.691
4618,QAT,2005,resultado_fiscal_weo,9.803
4619,QAT,2006,resultado_fiscal_weo,8.395
4620,QAT,2007,resultado_fiscal_weo,10.343
4621,QAT,2008,resultado_fiscal_weo,9.489
4622,QAT,2009,resultado_fiscal_weo,14.129
4623,QAT,2010,resultado_fiscal_weo,4.6
4624,QAT,2011,resultado_fiscal_weo,5.236
4625,QAT,2012,resultado_fiscal_weo,8.554
4626,QAT,2013,resultado_fiscal_weo,19.27
4627,QAT,2014,resultado_fiscal_weo,13.352
4628,QAT,2015,resultado_fiscal_weo,18.447
4629,QAT,2016,resultado_fiscal_weo,-9.203
4630,QAT,2017,resultado_fiscal_weo,-6.82
4631,QAT,2018,resultado_fiscal_weo,2.26
4632,QAT,2019,resultado_fiscal_weo,0.999
4633,QAT,2020,resultado_fiscal_weo,-2.134
4634,QAT,2021,resultado_fiscal_weo,0.243
4635,QAT,2022,resultado_fiscal_weo,10.374
4636,QAT,2023,resultado_fiscal_weo,5.482
4637,QAT,2024,resultado_fiscal_weo,0.698
4638,QAT,2025,resultado_fiscal_weo,0.04
4639,QAT,2026,resultado_fiscal_weo,1.057
4640,ROU,1995,resultado_fiscal_weo,-3.32
4641,ROU,1996,resultado_fiscal_weo,-4.738
4642,ROU,1997,resultado_fiscal_weo,-5.187
4643,ROU,1998,resultado_fiscal_weo,-5.329
4644,ROU,1999,resultado_fiscal_weo,-3.579
4645,ROU,2000,resultado_fiscal_weo,-3.988
4646,ROU,2001,resultado_fiscal_weo,-3.201
4647,ROU,2002,resultado_fiscal_weo,-2.595
4648,ROU,2003,resultado_fiscal_weo,-2.286
4649,ROU,2004,resultado_fiscal_weo,-3.393
4650,ROU,2005,resultado_fiscal_weo,-0.69
4651,ROU,2006,resultado_fiscal_weo,-1.36
4652,ROU,2007,resultado_fiscal_weo,-3.046
4653,ROU,2008,resultado_fiscal_weo,-4.605
4654,ROU,2009,resultado_fiscal_weo,-6.858
4655,ROU,2010,resultado_fiscal_weo,-6.22
4656,ROU,2011,resultado_fiscal_weo,-4.135
4657,ROU,2012,resultado_fiscal_weo,-2.385
4658,ROU,2013,resultado_fiscal_weo,-2.443
4659,ROU,2014,resultado_fiscal_weo,-1.759
4660,ROU,2015,resultado_fiscal_weo,-1.348
4661,ROU,2016,resultado_fiscal_weo,-2.497
4662,ROU,2017,resultado_fiscal_weo,-2.856
4663,ROU,2018,resultado_fiscal_weo,-2.738
4664,ROU,2019,resultado_fiscal_weo,-4.552
4665,ROU,2020,resultado_fiscal_weo,-9.542
4666,ROU,2021,resultado_fiscal_weo,-6.701
4667,ROU,2022,resultado_fiscal_weo,-5.833
4668,ROU,2023,resultado_fiscal_weo,-5.609
4669,ROU,2024,resultado_fiscal_weo,-8.647
4670,ROU,2025,resultado_fiscal_weo,-7.834
4671,ROU,2026,resultado_fiscal_weo,-7.64
4675,RUS,1998,resultado_fiscal_weo,-7.424
4676,RUS,1999,resultado_fiscal_weo,-3.587
4677,RUS,2000,resultado_fiscal_weo,3.107
4678,RUS,2001,resultado_fiscal_weo,2.991
4679,RUS,2002,resultado_fiscal_weo,0.673
4680,RUS,2003,resultado_fiscal_weo,1.35
4681,RUS,2004,resultado_fiscal_weo,4.575
4682,RUS,2005,resultado_fiscal_weo,7.597
4683,RUS,2006,resultado_fiscal_weo,7.804
4684,RUS,2007,resultado_fiscal_weo,5.585
4685,RUS,2008,resultado_fiscal_weo,4.549
4686,RUS,2009,resultado_fiscal_weo,-5.889
4687,RUS,2010,resultado_fiscal_weo,-3.194
4688,RUS,2011,resultado_fiscal_weo,1.432
4689,RUS,2012,resultado_fiscal_weo,0.382
4690,RUS,2013,resultado_fiscal_weo,-1.162
4691,RUS,2014,resultado_fiscal_weo,-1.07
4692,RUS,2015,resultado_fiscal_weo,-3.386
4693,RUS,2016,resultado_fiscal_weo,-3.67
4694,RUS,2017,resultado_fiscal_weo,-1.469
4695,RUS,2018,resultado_fiscal_weo,2.923
4696,RUS,2019,resultado_fiscal_weo,1.93
4697,RUS,2020,resultado_fiscal_weo,-3.989
4698,RUS,2021,resultado_fiscal_weo,0.776
4699,RUS,2022,resultado_fiscal_weo,-1.559
4700,RUS,2023,resultado_fiscal_weo,-2.512
4701,RUS,2024,resultado_fiscal_weo,-2.247
4702,RUS,2025,resultado_fiscal_weo,-1.014
4703,RUS,2026,resultado_fiscal_weo,-1.155
4704,RWA,1995,resultado_fiscal_weo,-2.041
4705,RWA,1996,resultado_fiscal_weo,-5.006
4706,RWA,1997,resultado_fiscal_weo,-2.221
4707,RWA,1998,resultado_fiscal_weo,-2.591
4708,RWA,1999,resultado_fiscal_weo,-4.413
4709,RWA,2000,resultado_fiscal_weo,-0.218
4710,RWA,2001,resultado_fiscal_weo,-1.801
4711,RWA,2002,resultado_fiscal_weo,-2.032
4712,RWA,2003,resultado_fiscal_weo,-1.233
4713,RWA,2004,resultado_fiscal_weo,2.274
4714,RWA,2005,resultado_fiscal_weo,1.124
4715,RWA,2006,resultado_fiscal_weo,-0.029
4716,RWA,2007,resultado_fiscal_weo,-1.555
4717,RWA,2008,resultado_fiscal_weo,0.825
4718,RWA,2009,resultado_fiscal_weo,0.259
4719,RWA,2010,resultado_fiscal_weo,-0.639
4720,RWA,2011,resultado_fiscal_weo,-0.86
4721,RWA,2012,resultado_fiscal_weo,-2.381
4722,RWA,2013,resultado_fiscal_weo,-1.269
4723,RWA,2014,resultado_fiscal_weo,-3.916
4724,RWA,2015,resultado_fiscal_weo,-2.681
4725,RWA,2016,resultado_fiscal_weo,-2.27
4726,RWA,2017,resultado_fiscal_weo,-2.517
4727,RWA,2018,resultado_fiscal_weo,-2.573
4728,RWA,2019,resultado_fiscal_weo,-5.077
4729,RWA,2020,resultado_fiscal_weo,-9.543
4730,RWA,2021,resultado_fiscal_weo,-7.0
4731,RWA,2022,resultado_fiscal_weo,-5.735
4732,RWA,2023,resultado_fiscal_weo,-5.04
4733,RWA,2024,resultado_fiscal_weo,-6.568
4734,RWA,2025,resultado_fiscal_weo,-6.29
4735,RWA,2026,resultado_fiscal_weo,-3.305
4736,SAU,1995,resultado_fiscal_weo,-5.123
4737,SAU,1996,resultado_fiscal_weo,-3.247
4738,SAU,1997,resultado_fiscal_weo,-2.506
4739,SAU,1998,resultado_fiscal_weo,-8.875
4740,SAU,1999,resultado_fiscal_weo,-5.991
4741,SAU,2000,resultado_fiscal_weo,3.184
4742,SAU,2001,resultado_fiscal_weo,-3.906
4743,SAU,2002,resultado_fiscal_weo,-5.907
4744,SAU,2003,resultado_fiscal_weo,1.199
4745,SAU,2004,resultado_fiscal_weo,9.718
4746,SAU,2005,resultado_fiscal_weo,17.987
4747,SAU,2006,resultado_fiscal_weo,20.823
4748,SAU,2007,resultado_fiscal_weo,11.784
4749,SAU,2008,resultado_fiscal_weo,29.802
4750,SAU,2009,resultado_fiscal_weo,-5.383
4751,SAU,2010,resultado_fiscal_weo,4.392
4752,SAU,2011,resultado_fiscal_weo,11.462
4753,SAU,2012,resultado_fiscal_weo,11.838
4754,SAU,2013,resultado_fiscal_weo,5.585
4755,SAU,2014,resultado_fiscal_weo,-3.495
4756,SAU,2015,resultado_fiscal_weo,-15.478
4757,SAU,2016,resultado_fiscal_weo,-13.656
4758,SAU,2017,resultado_fiscal_weo,-8.887
4759,SAU,2018,resultado_fiscal_weo,-5.454
4760,SAU,2019,resultado_fiscal_weo,-4.203
4761,SAU,2020,resultado_fiscal_weo,-10.68
4762,SAU,2021,resultado_fiscal_weo,-2.241
4763,SAU,2022,resultado_fiscal_weo,2.504
4764,SAU,2023,resultado_fiscal_weo,-2.021
4765,SAU,2024,resultado_fiscal_weo,-2.842
4766,SAU,2025,resultado_fiscal_weo,-4.93
4767,SAU,2026,resultado_fiscal_weo,-4.884
4768,SDN,1995,resultado_fiscal_weo,-3.48
4769,SDN,1996,resultado_fiscal_weo,-2.61
4770,SDN,1997,resultado_fiscal_weo,-0.59
4771,SDN,1998,resultado_fiscal_weo,-0.561
4772,SDN,1999,resultado_fiscal_weo,-0.8
4773,SDN,2000,resultado_fiscal_weo,-0.698
4774,SDN,2001,resultado_fiscal_weo,-0.767
4775,SDN,2002,resultado_fiscal_weo,-0.685
4776,SDN,2003,resultado_fiscal_weo,0.768
4777,SDN,2004,resultado_fiscal_weo,0.156
4778,SDN,2005,resultado_fiscal_weo,-1.876
4779,SDN,2006,resultado_fiscal_weo,-1.323
4780,SDN,2007,resultado_fiscal_weo,-2.842
4781,SDN,2008,resultado_fiscal_weo,0.491
4782,SDN,2009,resultado_fiscal_weo,-3.796
4783,SDN,2010,resultado_fiscal_weo,0.111
4784,SDN,2011,resultado_fiscal_weo,-2.327
4785,SDN,2012,resultado_fiscal_weo,-7.368
4786,SDN,2013,resultado_fiscal_weo,-5.761
4787,SDN,2014,resultado_fiscal_weo,-4.718
4788,SDN,2015,resultado_fiscal_weo,-3.869
4789,SDN,2016,resultado_fiscal_weo,-3.918
4790,SDN,2017,resultado_fiscal_weo,-6.069
4791,SDN,2018,resultado_fiscal_weo,-7.922
4792,SDN,2019,resultado_fiscal_weo,-10.76
4793,SDN,2020,resultado_fiscal_weo,-6.032
4794,SDN,2021,resultado_fiscal_weo,-0.287
4795,SDN,2022,resultado_fiscal_weo,-2.145
4796,SDN,2023,resultado_fiscal_weo,-3.558
4797,SDN,2024,resultado_fiscal_weo,-2.5
4798,SDN,2025,resultado_fiscal_weo,-2.684
4799,SDN,2026,resultado_fiscal_weo,-4.464
4800,SEN,1995,resultado_fiscal_weo,2.407
4801,SEN,1996,resultado_fiscal_weo,0.922
4802,SEN,1997,resultado_fiscal_weo,0.98
4803,SEN,1998,resultado_fiscal_weo,0.927
4804,SEN,1999,resultado_fiscal_weo,-0.615
4805,SEN,2000,resultado_fiscal_weo,0.782
4806,SEN,2001,resultado_fiscal_weo,-1.441
4807,SEN,2002,resultado_fiscal_weo,0.191
4808,SEN,2003,resultado_fiscal_weo,-0.516
4809,SEN,2004,resultado_fiscal_weo,0.184
4810,SEN,2005,resultado_fiscal_weo,-0.263
4811,SEN,2006,resultado_fiscal_weo,-3.665
4812,SEN,2007,resultado_fiscal_weo,-2.798
4813,SEN,2008,resultado_fiscal_weo,-3.531
4814,SEN,2009,resultado_fiscal_weo,-3.663
4815,SEN,2010,resultado_fiscal_weo,-3.938
4816,SEN,2011,resultado_fiscal_weo,-4.924
4817,SEN,2012,resultado_fiscal_weo,-4.185
4818,SEN,2013,resultado_fiscal_weo,-4.335
4819,SEN,2014,resultado_fiscal_weo,-3.896
4820,SEN,2015,resultado_fiscal_weo,-3.663
4821,SEN,2016,resultado_fiscal_weo,-3.272
4822,SEN,2017,resultado_fiscal_weo,-2.968
4823,SEN,2018,resultado_fiscal_weo,-3.663
4824,SEN,2019,resultado_fiscal_weo,-9.878
4825,SEN,2020,resultado_fiscal_weo,-9.282
4826,SEN,2021,resultado_fiscal_weo,-11.492
4827,SEN,2022,resultado_fiscal_weo,-12.567
4828,SEN,2023,resultado_fiscal_weo,-12.276
4829,SEN,2024,resultado_fiscal_weo,-11.731
4830,SEN,2025,resultado_fiscal_weo,-7.252
4831,SEN,2026,resultado_fiscal_weo,-5.027
4832,SGP,1995,resultado_fiscal_weo,4.804
4833,SGP,1996,resultado_fiscal_weo,1.983
4834,SGP,1997,resultado_fiscal_weo,5.663
4835,SGP,1998,resultado_fiscal_weo,2.414
4836,SGP,1999,resultado_fiscal_weo,5.204
4837,SGP,2000,resultado_fiscal_weo,4.593
4838,SGP,2001,resultado_fiscal_weo,1.197
4839,SGP,2002,resultado_fiscal_weo,2.232
4840,SGP,2003,resultado_fiscal_weo,0.678
4841,SGP,2004,resultado_fiscal_weo,2.06
4842,SGP,2005,resultado_fiscal_weo,2.556
4843,SGP,2006,resultado_fiscal_weo,2.16
4844,SGP,2007,resultado_fiscal_weo,7.12
4845,SGP,2008,resultado_fiscal_weo,3.589
4846,SGP,2009,resultado_fiscal_weo,-0.094
4847,SGP,2010,resultado_fiscal_weo,5.684
4848,SGP,2011,resultado_fiscal_weo,7.962
4849,SGP,2012,resultado_fiscal_weo,7.336
4850,SGP,2013,resultado_fiscal_weo,5.963
4851,SGP,2014,resultado_fiscal_weo,4.6
4852,SGP,2015,resultado_fiscal_weo,2.86
4853,SGP,2016,resultado_fiscal_weo,3.255
4854,SGP,2017,resultado_fiscal_weo,5.244
4855,SGP,2018,resultado_fiscal_weo,3.68
4856,SGP,2019,resultado_fiscal_weo,3.769
4857,SGP,2020,resultado_fiscal_weo,-6.734
4858,SGP,2021,resultado_fiscal_weo,1.126
4859,SGP,2022,resultado_fiscal_weo,1.208
4860,SGP,2023,resultado_fiscal_weo,3.468
4861,SGP,2024,resultado_fiscal_weo,4.426
4862,SGP,2025,resultado_fiscal_weo,3.05
4863,SGP,2026,resultado_fiscal_weo,2.978
4864,SLB,1995,resultado_fiscal_weo,3.191
4865,SLB,1996,resultado_fiscal_weo,3.732
4866,SLB,1997,resultado_fiscal_weo,2.136
4867,SLB,1998,resultado_fiscal_weo,5.04
4868,SLB,1999,resultado_fiscal_weo,-0.322
4869,SLB,2000,resultado_fiscal_weo,-2.929
4870,SLB,2001,resultado_fiscal_weo,-2.396
4871,SLB,2002,resultado_fiscal_weo,-4.35
4872,SLB,2003,resultado_fiscal_weo,10.561
4873,SLB,2004,resultado_fiscal_weo,17.032
4874,SLB,2005,resultado_fiscal_weo,13.39
4875,SLB,2006,resultado_fiscal_weo,12.96
4876,SLB,2007,resultado_fiscal_weo,15.311
4877,SLB,2008,resultado_fiscal_weo,1.938
4878,SLB,2009,resultado_fiscal_weo,2.351
4879,SLB,2010,resultado_fiscal_weo,6.017
4880,SLB,2011,resultado_fiscal_weo,6.225
4881,SLB,2012,resultado_fiscal_weo,4.633
4882,SLB,2013,resultado_fiscal_weo,3.571
4883,SLB,2014,resultado_fiscal_weo,2.127
4884,SLB,2015,resultado_fiscal_weo,0.808
4885,SLB,2016,resultado_fiscal_weo,-3.558
4886,SLB,2017,resultado_fiscal_weo,-2.271
4887,SLB,2018,resultado_fiscal_weo,1.488
4888,SLB,2019,resultado_fiscal_weo,-1.524
4889,SLB,2020,resultado_fiscal_weo,-2.438
4890,SLB,2021,resultado_fiscal_weo,-1.859
4891,SLB,2022,resultado_fiscal_weo,-2.508
4892,SLB,2023,resultado_fiscal_weo,-3.805
4893,SLB,2024,resultado_fiscal_weo,-3.083
4894,SLB,2025,resultado_fiscal_weo,-3.149
4895,SLB,2026,resultado_fiscal_weo,-3.132
4901,SLE,2000,resultado_fiscal_weo,-1.944
4902,SLE,2001,resultado_fiscal_weo,-3.219
4903,SLE,2002,resultado_fiscal_weo,-3.028
4904,SLE,2003,resultado_fiscal_weo,-2.783
4905,SLE,2004,resultado_fiscal_weo,-1.456
4906,SLE,2005,resultado_fiscal_weo,-1.167
4907,SLE,2006,resultado_fiscal_weo,-0.93
4908,SLE,2007,resultado_fiscal_weo,12.568
4909,SLE,2008,resultado_fiscal_weo,-2.217
4910,SLE,2009,resultado_fiscal_weo,-1.51
4911,SLE,2010,resultado_fiscal_weo,-3.09
4912,SLE,2011,resultado_fiscal_weo,-2.785
4913,SLE,2012,resultado_fiscal_weo,-3.413
4914,SLE,2013,resultado_fiscal_weo,-1.744
4915,SLE,2014,resultado_fiscal_weo,-2.768
4916,SLE,2015,resultado_fiscal_weo,-2.865
4917,SLE,2016,resultado_fiscal_weo,-5.414
